date_range,year,rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,total_profit,yearly_profit,win_ratio
2010-01-01/2010-12-31,2010,nsmallest,-999,4,3,2,0.999,0.002,1254,4.026,4.0453,0.28
2018-01-02/2018-12-31,2018,nsmallest,-999,4,4,2,0.999,0.002,1254,4.0094,4.0441,0.32
2005-01-04/2005-12-31,2005,nsmallest,-999,3,2,3,0.999,0.002,1254,3.9775,4.0427,0.55
2020-01-06/2020-12-31,2020,nsmallest,-999,2,4,2,0.999,0.002,1254,3.9613,4.0417,0.29
2019-01-04/2019-12-31,2019,nsmallest,-999,3,2,2,0.999,0.002,1254,3.9734,4.0385,0.38
2002-01-01/2002-12-31,2002,nsmallest,-999,4,4,3,0.999,0.002,1254,4.0192,4.0384,0.45
2016-01-06/2016-12-31,2016,nsmallest,-999,4,1,2,0.999,0.002,1254,3.9565,4.0366,0.36
2008-01-02/2008-12-31,2008,nsmallest,-999,3,4,2,0.999,0.002,1254,4.0171,4.0363,0.31
2020-01-01/2020-12-31,2020,nsmallest,-999,1,1,2,0.999,0.002,1254,4.0307,4.0345,0.33
2023-01-03/2023-06-23,2023,nsmallest,-999,2,3,2,0.999,0.002,1254,1.921,4.0329,0.17
2002-01-01/2002-12-31,2002,nsmallest,-999,3,4,3,0.999,0.002,1254,4.0126,4.0318,0.44
2018-01-01/2018-12-31,2018,nsmallest,-999,4,4,2,0.999,0.002,1254,4.0094,4.0286,0.32
2021-01-05/2021-12-31,2021,nsmallest,-999,3,2,2,0.999,0.002,1254,3.9483,4.0281,0.28
2016-01-04/2016-12-31,2016,nsmallest,-999,4,2,3,0.999,0.002,1254,3.9776,4.0272,0.48
2013-01-01/2013-12-31,2013,nsmallest,-999,2,3,2,0.999,0.002,1254,4.0078,4.027,0.38
2013-01-01/2013-12-31,2013,nsmallest,-999,2,3,3,0.999,0.002,1254,4.0047,4.0238,0.46
2020-01-02/2020-12-31,2020,nsmallest,-999,4,2,2,0.999,0.002,1254,4.0043,4.0235,0.29
2001-01-05/2001-12-31,2001,nsmallest,-999,4,2,3,0.999,0.002,1254,3.9411,4.0207,0.56
2018-01-05/2018-12-31,2018,nsmallest,-999,4,1,2,0.999,0.002,1254,3.9367,4.0162,0.43
2017-01-04/2017-12-31,2017,nsmallest,-999,2,2,2,0.999,0.002,1254,3.9513,4.0157,0.37
2010-01-07/2010-12-31,2010,nsmallest,-999,3,3,2,0.999,0.002,1254,3.905,4.0142,0.36
2007-01-02/2007-12-31,2007,nsmallest,-999,2,1,1,0.999,0.002,1254,3.98,4.0142,0.33
2022-01-03/2022-12-31,2022,nsmallest,-999,3,1,1,0.999,0.002,1254,3.964,4.0133,0.19
2013-01-07/2013-12-31,2013,nsmallest,-999,2,1,3,0.999,0.002,1254,3.9034,4.0125,0.52
2020-01-03/2020-12-31,2020,nsmallest,-999,1,3,3,0.999,0.002,1254,3.9765,4.0107,0.37
2014-01-02/2014-12-31,2014,nsmallest,-999,4,1,3,0.999,0.002,1254,3.9729,4.007,0.62
2002-01-03/2002-12-31,2002,nsmallest,-999,3,3,2,0.999,0.002,1254,3.9566,4.0058,0.4
2017-01-06/2017-12-31,2017,nsmallest,-999,3,1,1,0.999,0.002,1254,3.9116,4.0056,0.19
2005-01-07/2005-12-31,2005,nsmallest,-999,4,2,2,0.999,0.002,1254,3.8933,4.0019,0.4
2002-01-04/2002-12-31,2002,nsmallest,-999,2,1,2,0.999,0.002,1254,3.9343,3.9982,0.4
2019-01-03/2019-12-31,2019,nsmallest,-999,4,3,1,0.999,0.002,1254,3.9468,3.9957,0.19
2018-01-03/2018-12-31,2018,nsmallest,-999,3,4,2,0.999,0.002,1254,3.9467,3.9956,0.37
2015-01-06/2015-12-31,2015,nsmallest,-999,3,2,1,0.999,0.002,1254,3.9012,3.9947,0.22
2002-01-01/2002-12-31,2002,nsmallest,-999,2,1,2,0.999,0.002,1254,3.9748,3.9937,0.41
2018-01-04/2018-12-31,2018,nsmallest,-999,3,1,1,0.999,0.002,1254,3.9298,3.9936,0.17
2020-01-02/2020-12-31,2020,nsmallest,-999,1,3,3,0.999,0.002,1254,3.9725,3.9914,0.37
2016-01-07/2016-12-31,2016,nsmallest,-999,3,2,3,0.999,0.002,1254,3.8955,3.9889,0.4
2020-01-06/2020-12-31,2020,nsmallest,-999,2,3,1,0.999,0.002,1254,3.9102,3.9887,0.1
2001-01-04/2001-12-31,2001,nsmallest,-999,3,3,1,0.999,0.002,1254,3.9169,3.9804,0.26
2006-01-04/2006-12-31,2006,nsmallest,-999,3,1,1,0.999,0.002,1254,3.9149,3.9783,0.27
2018-01-05/2018-12-31,2018,nsmallest,-999,4,1,3,0.999,0.002,1254,3.8994,3.9776,0.55
2019-01-02/2019-12-31,2019,nsmallest,-999,4,3,1,0.999,0.002,1254,3.9428,3.9765,0.19
2015-01-05/2015-12-31,2015,nsmallest,-999,3,2,1,0.999,0.002,1254,3.8973,3.9754,0.22
2011-01-05/2011-12-31,2011,nsmallest,-999,3,4,1,0.999,0.002,1254,3.8926,3.9706,0.11
2020-01-07/2020-12-31,2020,nsmallest,-999,3,3,2,0.999,0.002,1254,3.8766,3.9692,0.41
2000-08-08/2022-12-31,2000,nsmallest,-999,4,4,3,0.999,0.002,1254,25442464988952.332,3.9681,0.44
2006-01-03/2006-12-31,2006,nsmallest,-999,3,1,1,0.999,0.002,1254,3.9149,3.9632,0.27
2009-01-02/2009-12-31,2009,nsmallest,-999,3,3,3,0.999,0.002,1254,3.9221,3.9555,0.53
2019-01-04/2019-12-31,2019,nsmallest,-999,2,3,1,0.999,0.002,1254,3.8926,3.9554,0.14
2014-01-06/2014-12-31,2014,nsmallest,-999,3,1,1,0.999,0.002,1254,3.8612,3.9531,0.21
2021-01-07/2021-12-31,2021,nsmallest,-999,2,3,3,0.999,0.002,1254,3.8458,3.9522,0.35
2013-01-07/2013-12-31,2013,nsmallest,-999,4,1,2,0.999,0.002,1254,3.8456,3.952,0.41
2005-01-07/2005-12-31,2005,nsmallest,-999,4,4,2,0.999,0.002,1254,3.8445,3.9508,0.32
2000-08-11/2022-12-31,2000,nsmallest,-999,4,4,3,0.999,0.002,1254,22717953869196.527,3.95,0.44
2013-01-01/2013-12-31,2013,nsmallest,-999,3,1,1,0.999,0.002,1254,3.9315,3.95,0.19
2017-01-02/2017-12-31,2017,nsmallest,-999,4,1,2,0.999,0.002,1254,3.9123,3.9455,0.38
2023-01-05/2023-12-23,2023,nsmallest,-999,4,1,2,0.999,0.002,1254,3.7537,3.9453,0.33
2016-01-01/2016-12-31,2016,nsmallest,-999,2,4,3,0.999,0.002,1254,3.9391,3.9428,0.4
2000-08-01/2022-12-31,2000,nsmallest,-999,4,4,3,0.999,0.002,1254,22604636171154.375,3.9425,0.44
2002-01-04/2002-12-31,2002,nsmallest,-999,2,3,2,0.999,0.002,1254,3.8783,3.9406,0.4
2014-01-01/2014-12-31,2014,nsmallest,-999,3,4,1,0.999,0.002,1254,3.9201,3.9385,0.2
2019-01-03/2019-12-31,2019,nsmallest,-999,4,3,3,0.999,0.002,1254,3.8903,3.938,0.56
2013-01-03/2013-12-31,2013,nsmallest,-999,2,1,3,0.999,0.002,1254,3.8878,3.9355,0.51
2011-01-04/2011-12-31,2011,nsmallest,-999,4,2,3,0.999,0.002,1254,3.8718,3.934,0.45
2005-01-04/2005-12-31,2005,nsmallest,-999,3,3,3,0.999,0.002,1254,3.8676,3.9297,0.45
2009-01-02/2009-12-31,2009,nsmallest,-999,3,3,1,0.999,0.002,1254,3.8949,3.9278,0.19
2013-01-02/2013-12-31,2013,nsmallest,-999,2,1,3,0.999,0.002,1254,3.8927,3.9256,0.51
2008-01-04/2008-12-31,2008,nsmallest,-999,2,3,2,0.999,0.002,1254,3.8778,3.9253,0.34
2013-01-04/2013-12-31,2013,nsmallest,-999,3,3,1,0.999,0.002,1254,3.8596,3.9215,0.2
2018-01-02/2018-12-31,2018,nsmallest,-999,3,2,1,0.999,0.002,1254,3.8884,3.9213,0.1
2016-01-01/2016-12-31,2016,nsmallest,-999,3,2,3,0.999,0.002,1254,3.9165,3.9202,0.46
2014-01-03/2014-12-31,2014,nsmallest,-999,4,1,3,0.999,0.002,1254,3.8683,3.9155,0.6
2011-01-07/2011-12-31,2011,nsmallest,-999,2,3,1,0.999,0.002,1254,3.8057,3.9102,0.14
2022-01-05/2022-12-31,2022,nsmallest,-999,4,1,1,0.999,0.002,1254,3.8327,3.9086,0.18
2015-01-08/2015-12-31,2015,nsmallest,-999,4,3,1,0.999,0.002,1254,3.7895,3.9079,0.26
2018-01-01/2018-12-31,2018,nsmallest,-999,3,2,1,0.999,0.002,1254,3.8884,3.9066,0.1
2000-08-09/2022-12-31,2000,nsmallest,-999,4,3,3,0.999,0.002,1254,17618348526612.992,3.9041,0.47
2005-01-03/2005-12-31,2005,nsmallest,-999,4,1,3,0.999,0.002,1254,3.8544,3.9014,0.69
2001-01-03/2001-12-31,2001,nsmallest,-999,3,1,1,0.999,0.002,1254,3.8538,3.9008,0.32
2019-01-04/2019-12-31,2019,nsmallest,-999,4,2,3,0.999,0.002,1254,3.8389,3.9002,0.55
2009-01-06/2009-12-31,2009,nsmallest,-999,4,3,2,0.999,0.002,1254,3.8101,3.8999,0.36
2002-01-01/2002-12-31,2002,nsmallest,-999,4,4,1,0.999,0.002,1254,3.8812,3.8994,0.16
2014-01-07/2014-12-31,2014,nsmallest,-999,3,1,1,0.999,0.002,1254,3.7934,3.8972,0.19
2023-01-06/2023-12-23,2023,nsmallest,-999,4,2,2,0.999,0.002,1254,3.6958,3.8972,0.23
2011-01-06/2011-12-31,2011,nsmallest,-999,2,2,3,0.999,0.002,1254,3.8072,3.8969,0.35
2020-01-01/2020-12-31,2020,nsmallest,-999,4,2,2,0.999,0.002,1254,3.8931,3.8967,0.29
2019-01-01/2019-12-31,2019,nsmallest,-999,3,3,1,0.999,0.002,1254,3.8768,3.8948,0.24
2008-01-07/2008-12-31,2008,nsmallest,-999,3,1,2,0.999,0.002,1254,3.8042,3.8937,0.39
2011-01-07/2011-12-31,2011,nsmallest,-999,4,4,1,0.999,0.002,1254,3.7901,3.8937,0.13
2009-01-06/2009-12-31,2009,nsmallest,-999,4,3,3,0.999,0.002,1254,3.7955,3.8847,0.5
2022-01-05/2022-12-31,2022,nsmallest,-999,3,2,2,0.999,0.002,1254,3.8088,3.8838,0.24
2017-01-06/2017-12-31,2017,nsmallest,-999,4,1,1,0.999,0.002,1254,3.792,3.8811,0.26
2020-01-07/2020-12-31,2020,nsmallest,-999,4,2,1,0.999,0.002,1254,3.7894,3.8783,0.22
2020-01-07/2020-12-31,2020,nsmallest,-999,1,1,3,0.999,0.002,1254,3.7866,3.8754,0.46
2001-01-04/2001-12-31,2001,nsmallest,-999,3,3,2,0.999,0.002,1254,3.8147,3.8753,0.38
2013-01-04/2013-12-31,2013,nsmallest,-999,3,1,3,0.999,0.002,1254,3.8146,3.8752,0.52
2011-01-04/2011-12-31,2011,nsmallest,-999,4,4,1,0.999,0.002,1254,3.8142,3.8748,0.16
2004-01-02/2004-12-31,2004,nsmallest,-999,3,4,1,0.999,0.002,1254,3.8566,3.8745,0.31
2000-08-07/2022-12-31,2000,nsmallest,-999,4,3,3,0.999,0.002,1254,14692001906555.613,3.8713,0.45
2000-08-06/2022-12-31,2000,nsmallest,-999,4,3,3,0.999,0.002,1254,14692001906555.613,3.8707,0.45
2000-08-05/2022-12-31,2000,nsmallest,-999,4,3,3,0.999,0.002,1254,14692001906555.613,3.87,0.45
2017-01-02/2017-12-31,2017,nsmallest,-999,3,3,1,0.999,0.002,1254,3.8372,3.8693,0.17
2021-01-06/2021-12-31,2021,nsmallest,-999,4,2,3,0.999,0.002,1254,3.7793,3.8678,0.56
2021-01-06/2021-12-31,2021,nsmallest,-999,4,3,2,0.999,0.002,1254,3.7792,3.8677,0.2
2020-01-06/2020-12-31,2020,nsmallest,-999,4,2,1,0.999,0.002,1254,3.7894,3.8637,0.22
2011-01-03/2011-12-31,2011,nsmallest,-999,4,4,1,0.999,0.002,1254,3.8142,3.8603,0.16
2021-01-06/2021-12-31,2021,nsmallest,-999,2,2,1,0.999,0.002,1254,3.7718,3.86,0.16
2020-01-06/2020-12-31,2020,nsmallest,-999,1,1,3,0.999,0.002,1254,3.7828,3.857,0.46
2005-01-04/2005-12-31,2005,nsmallest,-999,4,1,3,0.999,0.002,1254,3.7954,3.8555,0.67
2017-01-03/2017-12-31,2017,nsmallest,-999,3,1,2,0.999,0.002,1254,3.8092,3.8552,0.4
2021-01-07/2021-12-31,2021,nsmallest,-999,4,1,3,0.999,0.002,1254,3.7517,3.8535,0.55
2011-01-07/2011-12-31,2011,nsmallest,-999,3,3,2,0.999,0.002,1254,3.7511,3.8529,0.24
2009-01-06/2009-12-31,2009,nsmallest,-999,4,2,2,0.999,0.002,1254,3.7584,3.846,0.26
2019-01-01/2019-12-31,2019,nsmallest,-999,4,3,2,0.999,0.002,1254,3.8269,3.8446,0.37
2019-01-02/2019-12-31,2019,nsmallest,-999,3,3,1,0.999,0.002,1254,3.81,3.8417,0.19
2016-01-05/2016-12-31,2016,nsmallest,-999,3,1,1,0.999,0.002,1254,3.7817,3.8414,0.16
2019-01-01/2019-12-31,2019,nsmallest,-999,3,2,1,0.999,0.002,1254,3.8211,3.8387,0.2
2020-01-07/2020-12-31,2020,nsmallest,-999,2,3,2,0.999,0.002,1254,3.7492,3.8364,0.3
2020-01-01/2020-12-31,2020,nsmallest,-999,4,2,1,0.999,0.002,1254,3.8273,3.8309,0.12
2016-01-06/2016-12-31,2016,nsmallest,-999,1,1,1,0.999,0.002,1254,3.754,3.8271,0.18
2017-01-02/2017-12-31,2017,nsmallest,-999,4,4,1,0.999,0.002,1254,3.7929,3.8244,0.26
2017-01-06/2017-12-31,2017,nsmallest,-999,2,3,1,0.999,0.002,1254,3.7376,3.8243,0.16
2016-01-04/2016-12-31,2016,nsmallest,-999,2,3,3,0.999,0.002,1254,3.7781,3.8235,0.5
2016-01-04/2016-12-31,2016,nsmallest,-999,3,1,1,0.999,0.002,1254,3.7779,3.8233,0.16
2019-01-02/2019-12-31,2019,nsmallest,-999,2,4,1,0.999,0.002,1254,3.7904,3.8219,0.21
2013-01-07/2013-12-31,2013,nsmallest,-999,2,3,2,0.999,0.002,1254,3.7213,3.8217,0.33
2002-01-04/2002-12-31,2002,nsmallest,-999,3,1,3,0.999,0.002,1254,3.7603,3.8193,0.48
2018-01-05/2018-12-31,2018,nsmallest,-999,4,4,2,0.999,0.002,1254,3.7411,3.8137,0.3
2009-01-06/2009-12-31,2009,nsmallest,-999,2,1,3,0.999,0.002,1254,3.7271,3.8134,0.44
2015-01-06/2015-12-31,2015,nsmallest,-999,4,3,3,0.999,0.002,1254,3.727,3.8133,0.6
2015-01-07/2015-12-31,2015,nsmallest,-999,3,4,1,0.999,0.002,1254,3.7127,3.8127,0.23
2022-01-03/2022-12-31,2022,nsmallest,-999,3,2,3,0.999,0.002,1254,3.765,3.8101,0.38
2017-01-04/2017-12-31,2017,nsmallest,-999,4,1,1,0.999,0.002,1254,3.7495,3.8082,0.18
2023-01-06/2023-12-23,2023,nsmallest,-999,4,1,2,0.999,0.002,1254,3.614,3.8075,0.26
2013-01-02/2013-12-31,2013,nsmallest,-999,4,3,3,0.999,0.002,1254,3.7741,3.8053,0.37
2008-01-04/2008-12-31,2008,nsmallest,-999,3,4,1,0.999,0.002,1254,3.758,3.803,0.26
2009-01-05/2009-12-31,2009,nsmallest,-999,2,1,3,0.999,0.002,1254,3.7271,3.7993,0.44
2020-01-03/2020-12-31,2020,nsmallest,-999,1,1,3,0.999,0.002,1254,3.7677,3.7988,0.46
2015-01-05/2015-12-31,2015,nsmallest,-999,4,3,3,0.999,0.002,1254,3.7233,3.7953,0.6
2016-01-04/2016-12-31,2016,nsmallest,-999,3,3,3,0.999,0.002,1254,3.7505,3.7952,0.52
2011-01-04/2011-12-31,2011,nsmallest,-999,4,4,2,0.999,0.002,1254,3.7358,3.7942,0.32
2017-01-04/2017-12-31,2017,nsmallest,-999,3,4,1,0.999,0.002,1254,3.7325,3.7908,0.26
2017-01-03/2017-12-31,2017,nsmallest,-999,4,1,1,0.999,0.002,1254,3.7457,3.7904,0.18
2017-01-05/2017-12-31,2017,nsmallest,-999,2,3,3,0.999,0.002,1254,3.7183,3.7902,0.46
2008-01-01/2008-12-31,2008,nsmallest,-999,3,1,2,0.999,0.002,1254,3.7852,3.7887,0.38
2014-01-03/2014-12-31,2014,nsmallest,-999,2,4,3,0.999,0.002,1254,3.7435,3.7881,0.59
2016-01-04/2016-12-31,2016,nsmallest,-999,3,4,2,0.999,0.002,1254,3.7415,3.786,0.34
2015-01-06/2015-12-31,2015,nsmallest,-999,2,4,2,0.999,0.002,1254,3.6964,3.7815,0.29
2020-01-02/2020-12-31,2020,nsmallest,-999,1,1,3,0.999,0.002,1254,3.764,3.7811,0.46
2019-01-07/2019-12-31,2019,nsmallest,-999,4,2,3,0.999,0.002,1254,3.6824,3.7809,0.44
2011-01-03/2011-12-31,2011,nsmallest,-999,4,4,2,0.999,0.002,1254,3.734,3.7784,0.32
2001-01-01/2001-12-31,2001,nsmallest,-999,4,3,3,0.999,0.002,1254,3.7583,3.7754,0.5
2017-01-03/2017-12-31,2017,nsmallest,-999,3,4,1,0.999,0.002,1254,3.7288,3.7731,0.26
2013-01-07/2013-12-31,2013,nsmallest,-999,4,3,2,0.999,0.002,1254,3.6745,3.7726,0.31
2015-01-08/2015-12-31,2015,nsmallest,-999,2,4,3,0.999,0.002,1254,3.6591,3.7705,0.49
2016-01-05/2016-12-31,2016,nsmallest,-999,4,1,2,0.999,0.002,1254,3.7116,3.7694,0.28
2013-01-07/2013-12-31,2013,nsmallest,-999,4,1,3,0.999,0.002,1254,3.6713,3.7693,0.53
2009-01-07/2009-12-31,2009,nsmallest,-999,3,2,2,0.999,0.002,1254,3.6711,3.7691,0.27
2019-01-03/2019-12-31,2019,nsmallest,-999,2,4,2,0.999,0.002,1254,3.7205,3.7647,0.38
2015-01-05/2015-12-31,2015,nsmallest,-999,2,4,2,0.999,0.002,1254,3.6927,3.7638,0.29
2016-01-07/2016-12-31,2016,nsmallest,-999,4,2,2,0.999,0.002,1254,3.6782,3.7626,0.37
2023-01-04/2023-06-23,2023,nsmallest,-999,3,4,1,0.999,0.002,1254,1.8518,3.7577,0.06
2005-01-07/2005-12-31,2005,nsmallest,-999,3,1,1,0.999,0.002,1254,3.6596,3.757,0.41
2017-01-04/2017-12-31,2017,nsmallest,-999,2,2,1,0.999,0.002,1254,3.6968,3.7541,0.21
2016-01-04/2016-12-31,2016,nsmallest,-999,4,1,2,0.999,0.002,1254,3.7079,3.7518,0.28
2002-01-02/2002-12-31,2002,nsmallest,-999,4,2,2,0.999,0.002,1254,3.7186,3.749,0.4
2018-01-03/2018-12-31,2018,nsmallest,-999,3,1,2,0.999,0.002,1254,3.7014,3.7451,0.41
2009-01-01/2009-12-31,2009,nsmallest,-999,2,1,3,0.999,0.002,1254,3.7271,3.744,0.44
2014-01-03/2014-12-31,2014,nsmallest,-999,2,3,2,0.999,0.002,1254,3.6991,3.7428,0.44
2017-01-05/2017-12-31,2017,nsmallest,-999,3,3,3,0.999,0.002,1254,3.6717,3.742,0.59
2022-01-06/2022-12-31,2022,nsmallest,-999,3,1,3,0.999,0.002,1254,3.6557,3.7391,0.4
2023-01-06/2023-12-23,2023,nsmallest,-999,3,1,3,0.999,0.002,1254,3.5481,3.7352,0.53
2010-01-01/2010-12-31,2010,nsmallest,-999,3,1,1,0.999,0.002,1254,3.7158,3.7326,0.27
2019-01-03/2019-12-31,2019,nsmallest,-999,4,2,1,0.999,0.002,1254,3.6871,3.7305,0.19
2021-01-05/2021-12-31,2021,nsmallest,-999,4,1,1,0.999,0.002,1254,3.6602,3.7301,0.18
2022-01-03/2022-12-31,2022,nsmallest,-999,4,1,1,0.999,0.002,1254,3.6859,3.7293,0.24
2012-01-05/2012-12-31,2012,nsmallest,-999,3,4,3,0.999,0.002,1254,3.6707,3.7273,0.43
2006-01-05/2006-12-31,2006,nsmallest,-999,4,2,1,0.999,0.002,1254,3.6532,3.7229,0.29
2022-01-07/2022-12-31,2022,nsmallest,-999,4,1,2,0.999,0.002,1254,3.6264,3.7222,0.37
2017-01-03/2017-12-31,2017,nsmallest,-999,2,2,3,0.999,0.002,1254,3.6733,3.7165,0.49
2015-01-08/2015-12-31,2015,nsmallest,-999,4,1,3,0.999,0.002,1254,3.6063,3.7148,0.55
2018-01-04/2018-12-31,2018,nsmallest,-999,3,1,2,0.999,0.002,1254,3.6573,3.7135,0.35
2019-01-02/2019-12-31,2019,nsmallest,-999,4,2,1,0.999,0.002,1254,3.6834,3.7133,0.19
2019-01-02/2019-12-31,2019,nsmallest,-999,2,4,3,0.999,0.002,1254,3.6819,3.7118,0.5
2001-01-05/2001-12-31,2001,nsmallest,-999,4,2,1,0.999,0.002,1254,3.6403,3.7096,0.22
2008-01-03/2008-12-31,2008,nsmallest,-999,4,1,3,0.999,0.002,1254,3.6797,3.7095,0.4
2000-08-08/2022-12-31,2000,nsmallest,-999,3,4,1,0.999,0.002,1254,5599508465548.851,3.7087,0.18
2000-08-07/2022-12-31,2000,nsmallest,-999,4,4,3,0.999,0.002,1254,5584609135915.562,3.7077,0.41
2000-08-06/2022-12-31,2000,nsmallest,-999,4,4,3,0.999,0.002,1254,5584609135915.562,3.7071,0.41
2000-08-05/2022-12-31,2000,nsmallest,-999,4,4,3,0.999,0.002,1254,5584609135915.562,3.7065,0.41
2010-01-05/2010-12-31,2010,nsmallest,-999,3,4,2,0.999,0.002,1254,3.6361,3.7052,0.28
2009-01-07/2009-12-31,2009,nsmallest,-999,3,4,2,0.999,0.002,1254,3.6095,3.7046,0.25
2018-01-04/2018-12-31,2018,nsmallest,-999,2,2,1,0.999,0.002,1254,3.6474,3.7034,0.24
2008-01-01/2008-12-31,2008,nsmallest,-999,4,3,1,0.999,0.002,1254,3.6996,3.7029,0.26
2008-01-02/2008-12-31,2008,nsmallest,-999,4,1,3,0.999,0.002,1254,3.6797,3.6962,0.4
2010-01-04/2010-12-31,2010,nsmallest,-999,3,4,2,0.999,0.002,1254,3.6325,3.6881,0.28
2017-01-05/2017-12-31,2017,nsmallest,-999,4,2,3,0.999,0.002,1254,3.6189,3.6875,0.39
2005-01-07/2005-12-31,2005,nsmallest,-999,3,2,3,0.999,0.002,1254,3.5929,3.6872,0.56
2004-01-02/2004-12-31,2004,nsmallest,-999,2,3,1,0.999,0.002,1254,3.6684,3.6848,0.16
2017-01-05/2017-12-31,2017,nsmallest,-999,4,3,1,0.999,0.002,1254,3.6152,3.6836,0.23
2016-01-04/2016-12-31,2016,nsmallest,-999,2,3,1,0.999,0.002,1254,3.6409,3.6834,0.26
2014-01-06/2014-12-31,2014,nsmallest,-999,3,2,3,0.999,0.002,1254,3.6015,3.6827,0.58
2016-01-05/2016-12-31,2016,nsmallest,-999,2,3,1,0.999,0.002,1254,3.6264,3.6818,0.26
2009-01-07/2009-12-31,2009,nsmallest,-999,3,2,3,0.999,0.002,1254,3.5848,3.6787,0.43
2012-01-05/2012-12-31,2012,nsmallest,-999,2,4,2,0.999,0.002,1254,3.6222,3.6775,0.37
2008-01-03/2008-12-31,2008,nsmallest,-999,4,1,2,0.999,0.002,1254,3.6458,3.6752,0.34
2015-01-06/2015-12-31,2015,nsmallest,-999,4,3,2,0.999,0.002,1254,3.5938,3.6747,0.43
2009-01-05/2009-12-31,2009,nsmallest,-999,3,4,1,0.999,0.002,1254,3.6035,3.6715,0.22
2002-01-01/2002-12-31,2002,nsmallest,-999,3,4,2,0.999,0.002,1254,3.6465,3.6627,0.28
2008-01-02/2008-12-31,2008,nsmallest,-999,4,1,2,0.999,0.002,1254,3.6458,3.6621,0.34
2008-01-07/2008-12-31,2008,nsmallest,-999,4,2,1,0.999,0.002,1254,3.5785,3.6589,0.32
2015-01-05/2015-12-31,2015,nsmallest,-999,4,3,2,0.999,0.002,1254,3.5902,3.6577,0.43
2019-01-01/2019-12-31,2019,nsmallest,-999,4,1,2,0.999,0.002,1254,3.6411,3.6573,0.32
2000-08-09/2022-12-31,2000,nsmallest,-999,4,4,1,0.999,0.002,1254,3826463716049.43,3.6468,0.19
2013-01-03/2013-12-31,2013,nsmallest,-999,2,2,2,0.999,0.002,1254,3.6041,3.6458,0.37
2019-01-04/2019-12-31,2019,nsmallest,-999,3,2,3,0.999,0.002,1254,3.5905,3.6449,0.44
2014-01-06/2014-12-31,2014,nsmallest,-999,3,1,2,0.999,0.002,1254,3.5627,3.6424,0.39
2000-08-09/2022-12-31,2000,nsmallest,-999,3,4,2,0.999,0.002,1254,3551256541987.2188,3.6347,0.33
2015-01-01/2015-12-31,2015,nsmallest,-999,2,4,2,0.999,0.002,1254,3.6179,3.634,0.31
2009-01-06/2009-12-31,2009,nsmallest,-999,2,3,3,0.999,0.002,1254,3.5542,3.6336,0.49
2000-08-08/2022-12-31,2000,nsmallest,-999,3,4,2,0.999,0.002,1254,3453516797546.4517,3.6296,0.33
2013-01-02/2013-12-31,2013,nsmallest,-999,2,2,2,0.999,0.002,1254,3.6005,3.6292,0.37
2022-01-04/2022-12-31,2022,nsmallest,-999,4,2,3,0.999,0.002,1254,3.5749,3.6289,0.29
2023-01-02/2023-06-23,2023,nsmallest,-999,3,1,1,0.999,0.002,1254,1.8343,3.6267,0.14
2021-01-07/2021-12-31,2021,nsmallest,-999,3,1,1,0.999,0.002,1254,3.5303,3.6217,0.19
2009-01-05/2009-12-31,2009,nsmallest,-999,2,3,3,0.999,0.002,1254,3.5542,3.6206,0.49
2010-01-06/2010-12-31,2010,nsmallest,-999,3,2,3,0.999,0.002,1254,3.5343,3.6128,0.48
2022-01-04/2022-12-31,2022,nsmallest,-999,4,1,3,0.999,0.002,1254,3.5526,3.606,0.36
2008-01-07/2008-12-31,2008,nsmallest,-999,3,3,2,0.999,0.002,1254,3.5235,3.6016,0.34
2018-01-02/2018-12-31,2018,nsmallest,-999,4,1,2,0.999,0.002,1254,3.5688,3.5971,0.4
2018-01-03/2018-12-31,2018,nsmallest,-999,2,3,1,0.999,0.002,1254,3.5549,3.5956,0.2
2015-01-08/2015-12-31,2015,nsmallest,-999,2,3,1,0.999,0.002,1254,3.49,3.5923,0.18
2013-01-03/2013-12-31,2013,nsmallest,-999,4,3,3,0.999,0.002,1254,3.5491,3.5897,0.34
2001-01-02/2001-12-31,2001,nsmallest,-999,4,4,2,0.999,0.002,1254,3.5592,3.5873,0.26
2008-01-04/2008-12-31,2008,nsmallest,-999,3,1,2,0.999,0.002,1254,3.5452,3.5857,0.48
2019-01-02/2019-12-31,2019,nsmallest,-999,3,3,2,0.999,0.002,1254,3.557,3.5851,0.33
2022-01-03/2022-12-31,2022,nsmallest,-999,3,3,1,0.999,0.002,1254,3.5444,3.5849,0.17
2018-01-01/2018-12-31,2018,nsmallest,-999,4,1,2,0.999,0.002,1254,3.5688,3.5845,0.4
2014-01-07/2014-12-31,2014,nsmallest,-999,3,3,1,0.999,0.002,1254,3.4942,3.5839,0.17
2009-01-06/2009-12-31,2009,nsmallest,-999,2,3,1,0.999,0.002,1254,3.5048,3.5821,0.2
2020-01-01/2020-12-31,2020,nsmallest,-999,3,1,3,0.999,0.002,1254,3.5715,3.5746,0.43
2013-01-07/2013-12-31,2013,nsmallest,-999,3,4,2,0.999,0.002,1254,3.4849,3.5741,0.34
2013-01-03/2013-12-31,2013,nsmallest,-999,3,1,2,0.999,0.002,1254,3.5333,3.5736,0.35
2017-01-05/2017-12-31,2017,nsmallest,-999,4,3,2,0.999,0.002,1254,3.5067,3.5715,0.37
