,,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All
rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsmallest,-999,1,2,3,0.999,0.002,1254,1.40015,1.6398,1.6216,1.7848,1.2358,1.2215,1.0996,0.9935,1.111,1.6077,1.2472,1.1354,1.3456,1.2832,1.0661,1.6399,1.5166,1.3781,1.1089,1.249,2.0001,1.4361,1.538,1.3685,1.374,1.4208,1.65744,1.59126,1.73922,1.21612,1.2123000000000002,1.10418,1.0089000000000001,1.3257400000000001,1.6171600000000002,1.24924,1.16728,1.37178,1.3789,1.06378,1.5937000000000001,1.46892,1.39372,1.13856,1.3121,2.9002000000000003,1.4935399999999999,1.5375,1.34214,1.4287565891472866,1.3735,1.3783,1.3792,1.5666,1.1336,1.1787,1.055,0.939,1.1039,1.5133,1.0856,1.127,1.3148,1.2745,1.0474,1.3866,1.1969,1.3338,1.1072,1.1755,1.9675,1.3679,1.2174,1.1515,0.939,1.4896,1.9503,1.8718,1.9166,1.248,1.2536,1.1652,1.0837,1.8835,1.7353,1.3425,1.2807,1.4373,1.6306,1.0729,1.6547,1.7501,1.4567,1.2211,1.4819,4.2803,1.7839,1.8735,1.554,4.2803,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,1,3,0.999,0.002,1254,1.37585,1.4635,1.7148,1.3539,1.0646,1.0252,1.0243,0.9365,1.4646,1.5708,1.1832,1.3054,1.1722,1.3037,1.0568,1.5835,1.6498,1.283,1.3265,1.4179,3.7988,1.5183,1.5899,1.204,1.3551,1.37575,1.4834200000000002,1.6353000000000002,1.3686,1.06164,1.0244,0.9961800000000001,0.9269999999999999,1.4610400000000001,1.54292,1.16352,1.20898,1.27186,1.34118,1.06388,1.5306799999999998,1.6941400000000002,1.28192,1.27378,1.45574,3.6185,1.54652,1.59744,1.2784600000000002,1.421674418604651,1.354,1.4429,1.4905,1.3517,1.0366,0.9911,0.9162,0.9021,1.4485,1.456,1.0636,1.0564,1.1636,1.2956,1.052,1.3023,1.5876,1.2739,1.0547,1.3963,2.7802,1.4902,1.5383,1.0764,0.9021,1.3976,1.5342,1.7357,1.4203,1.0729,1.045,1.0505,0.9465,1.469,1.6445,1.1955,1.3113,1.4356,1.4041,1.0977,1.5965,1.8666,1.2884,1.3333,1.5363,3.8754,1.6083,1.6548,1.4595,3.8754,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,3,2,0.999,0.002,1254,1.3564,1.3114,1.3929,1.4131,1.2,1.0896,1.0681,0.9669,1.229,2.0119,1.2039,1.2168,1.5539,1.4804,1.2589,1.7838,1.2711,1.3747,1.6277,1.1953,2.494,1.6629,1.729,1.229,1.3463,1.3697285714285716,1.29944,1.31912,1.30642,1.21736,1.08918,1.11768,0.9692999999999999,1.24352,1.9398799999999998,1.1823000000000001,1.22438,1.48346,1.64738,1.3086600000000002,1.6866800000000002,1.33292,1.41052,1.42148,1.17222,4.10032,1.6454,1.83426,1.2600200000000001,1.4746953488372094,1.3328,1.1652,1.0398,1.1335,1.1183,1.0298,1.0521,0.8931,1.081,1.5592,1.0771,1.0286,1.3256,1.4676,1.1911,1.3347,1.152,1.1687,1.078,1.051,1.9893,1.4169,1.5669,1.0975,0.8931,1.4753,1.3854,1.5081,1.4213,1.3656,1.1263,1.2119,1.0468,1.3463,2.1517,1.2784,1.4186,1.5886,1.9199,1.4463,1.9929,1.6165,1.6614,1.6338,1.3051,6.7878,1.9742,2.321,1.5744,6.7878,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,3,3,0.999,0.002,1254,1.3277,1.5768,1.6338,1.4848,1.2262,1.1847,1.1406,1.0065,1.3121,1.754,1.1835,1.1878,1.3515,1.4392,1.1978,1.6099,1.301,1.1753,1.4285,1.1445,1.8168,1.4376,1.5679,1.2926,1.3277,1.3379428571428573,1.57618,1.58294,1.58064,1.2322,1.18268,1.13734,1.00296,1.35826,1.70428,1.15584,1.19976,1.33724,1.47426,1.1768,1.48038,1.34024,1.2583199999999999,1.26798,1.13776,2.67422,1.4468999999999999,1.5862,1.27676,1.3921077519379845,1.2962,1.5527,1.2549,1.4687,1.1371,1.1397,1.044,0.9478,1.0775,1.3779,1.0683,1.0049,1.2482,1.3973,1.095,1.2761,1.1739,1.1318,1.0098,1.0289,1.7403,1.3422,1.3505,1.1454,0.9478,1.4296,1.6056,1.7075,1.7408,1.3584,1.211,1.2108,1.0519,1.5548,1.8801,1.2252,1.3661,1.382,1.5598,1.2095,1.6201,1.5638,1.4824,1.4328,1.2636,4.0107,1.6227,1.8131,1.4798,4.0107,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,1,1,0.999,0.002,1254,1.3592499999999998,1.4785,1.1375,0.9572,0.9351,0.7888,0.9651,1.031,1.1489,1.3289,0.8937,1.1534,1.3583,1.3826,1.0572,2.5532,3.1893,2.5844,2.4508,1.7959,1.2715,1.8339,1.2698,1.1513,1.305,1.3590642857142858,1.34392,1.1849399999999999,0.9644400000000001,0.9280000000000002,0.84128,0.95684,1.0164199999999999,1.1369799999999999,1.351,0.8849199999999999,1.09696,1.44162,1.37872,1.0928,2.39178,3.4409799999999997,2.41944,2.29624,2.03856,1.2334600000000002,1.88004,1.35266,1.21076,1.4607806201550386,1.3514,1.1227,1.1238,0.9523,0.9003,0.7806,0.916,0.9805,1.115,1.2992,0.8462,1.0047,1.3467,1.3629,1.0513,1.6708,2.8529,2.1357,1.6419,1.7304,1.0656,1.8096,1.2339,1.0271,0.7806,1.3665,1.5001,1.2706,0.9987,0.9373,0.9536,0.9812,1.0463,1.1561,1.4899,0.8977,1.1618,1.5847,1.3887,1.2446,2.597,4.4513,2.6209,2.4843,2.5951,1.2815,1.9748,1.5134,1.4041,4.4513,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,4,2,0.999,0.002,1254,1.3386,1.2378,1.1463,1.2586,1.2292,1.1158,1.0937,0.9997,1.0808,1.7003,1.185,1.1837,1.4741,1.4509,1.3634,1.6952,1.1538,1.3264,1.2664,0.9779,4.5876,1.5841,1.6086,1.219,1.2693,1.3288285714285715,1.22994,1.21332,1.34822,1.24082,1.1040199999999998,1.12402,1.0209800000000002,1.09594,1.7625199999999999,1.2122199999999999,1.19718,1.52136,1.50914,1.26472,1.5392,1.16338,1.27212,1.18938,1.00754,3.8403400000000003,1.6552,1.7317999999999998,1.261,1.4040728682170545,1.2593,0.9963,1.0594,1.0818,1.1439,1.0588,1.0842,0.9925,1.003,1.6443,1.0257,1.0633,1.3622,1.4236,1.0498,1.0505,1.114,1.099,1.0305,0.9468,2.1244,1.382,1.4601,1.1007,0.9468,1.36,1.3668,1.3936,1.5803,1.3428,1.1419,1.2476,1.0865,1.1966,2.013,1.5697,1.2979,1.6947,1.7028,1.43,1.812,1.2262,1.4744,1.2693,1.1352,5.1938,1.8855,2.215,1.5522,5.1938,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,2,1,0.999,0.002,1254,1.332,1.2257,1.2577,1.1002,0.9254,0.9889,1.0026,1.1466,0.8781,1.2969,0.9152,1.1208,1.5235,1.2561,1.0479,2.5161,2.1735,2.4488,1.1806,1.5289,1.2027,1.8352,1.4217,1.2753,1.2682,1.3540785714285715,1.3645399999999999,1.23574,1.1796,0.9702999999999999,0.97194,1.03444,1.0471,1.01548,1.32482,0.94798,1.0883600000000002,1.6110399999999998,1.36198,1.14608,2.4589,1.98384,2.30668,1.43604,1.63158,1.2026,1.9007200000000002,1.2824,1.2445400000000002,1.3774465116279069,1.3103,1.1132,1.1124,0.9756,0.9197,0.9279,0.961,0.8868,0.8749,1.1976,0.9053,1.0014,1.419,1.2459,1.0418,1.763,1.1324,2.0393,1.1784,1.304,1.193,1.8078,0.9523,0.9872,0.8749,1.4072,1.6899,1.4214,1.4372,1.136,0.9939,1.1909,1.1547,1.2828,1.4329,1.0074,1.1291,1.805,1.5425,1.2981,2.7843,2.8963,2.493,2.0292,2.1711,1.2092,2.1236,1.6481,1.616,2.8963,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,4,3,0.999,0.002,1254,1.3089,1.5731,1.4517,1.6113,1.2503,1.189,1.1208,1.0221,1.2547,1.6219,1.1544,1.134,1.3039,1.3972,1.2248,1.4934,1.2233,1.2019,1.1441,1.0285,3.1923,1.3976,1.4761,1.2481,1.2667,1.3044142857142857,1.47994,1.4413,1.6084399999999999,1.24956,1.18276,1.14694,1.0381,1.2422,1.6105,1.19964,1.1555,1.34696,1.38422,1.14586,1.4316600000000002,1.20946,1.17302,1.09978,1.02556,2.7042200000000003,1.47214,1.47152,1.25214,1.345882945736434,1.2521,1.234,1.2919,1.1986,1.1845,1.0873,1.0931,1.0015,1.2016,1.5332,1.0938,1.0895,1.1978,1.3092,0.9964,1.1099,1.1718,1.0696,0.9893,0.9799,1.8862,1.3046,1.2667,1.0837,0.9799,1.3303,1.6406,1.5648,1.8225,1.2989,1.2594,1.272,1.1099,1.2909,1.6988,1.4202,1.2232,1.4744,1.4566,1.2459,1.6587,1.2311,1.3101,1.1461,1.0692,3.3453,1.6593,1.7175,1.476,3.3453,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,3,1,0.999,0.002,1254,1.27155,1.3594,1.1936,1.1881,1.0262,0.9364,1.1316,1.0973,1.0391,1.4746,0.9636,1.0215,1.7701,1.4457,1.1085,2.2166,1.6227,1.9268,2.1546,1.1589,1.1568,1.6801,1.3414,1.1991,1.2189,1.2634214285714285,1.31076,1.22576,1.0969200000000001,1.0072,0.9435600000000001,1.10584,1.08992,1.10898,1.47426,0.95448,1.08724,1.643,1.51904,1.1692,1.98014,1.53106,1.91446,1.8023,1.16434,1.13966,1.7678,1.25688,1.2043,1.3191736434108525,1.2172,1.0369,1.0901,0.9476,0.8798,0.891,0.9884,0.9875,0.9415,1.2779,0.9171,0.9874,1.3397,1.434,1.0986,1.3739,1.0444,1.1612,1.1707,0.8222,1.0545,1.6424,0.9972,1.065,0.8222,1.3211,1.4439,1.3529,1.1915,1.1432,0.9981,1.201,1.1468,1.2683,1.6599,1.0097,1.2053,1.8595,1.6464,1.2705,2.6707,2.1812,2.5907,2.1659,1.7654,1.1667,1.994,1.4068,1.2992,2.6707,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,4,1,0.999,0.002,1254,1.20135,1.2886,1.1928,1.0113,1.0743,0.9674,1.1284,1.0946,0.9837,1.2462,0.9201,1.1859,1.6657,1.4092,1.2625,1.8349,1.2027,1.6423,1.6159,0.9187,1.2234,1.6363,1.1337,1.2041,1.1877,1.2001285714285714,1.21326,1.15128,1.05172,1.05028,0.97414,1.1411,1.14124,1.0051999999999999,1.3745800000000001,0.9708600000000001,1.10108,1.59462,1.37968,1.1839,1.7033,1.1962199999999998,1.57586,1.44024,0.9953200000000001,1.0832799999999998,1.67316,1.07784,1.1472799999999999,1.2242558139534885,1.1654,0.9109,1.0428,0.9841,0.894,0.9462,1.0795,1.0443,0.9555,1.1265,0.8701,0.9403,1.3093,1.0919,1.0002,1.1811,1.1061,1.194,1.0884,0.8738,0.8667,1.3994,0.8652,0.9607,0.8652,1.2546,1.386,1.2165,1.1398,1.1318,1.0025,1.2001,1.3606,1.1155,1.7641,1.1269,1.1907,1.7239,1.59,1.329,2.1233,1.293,2.1113,1.6219,1.3461,1.2305,2.0778,1.203,1.3193,2.1233,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
