,,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All
rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsmallest,0.8,3,1,3,0.997,0.002,1254,1.482,1.0454,0.9919,0.9858,1.0015,5.6671,4.1529,1.0117,1.0258,1.8355,1.7739,2.1695,2.5011,1.215,1.48,1.0319600000000002,0.9887,0.98174,1.0106199999999999,6.03554,11.13842,1.02684,1.0630600000000001,2.12152,1.8237200000000002,3.26682,4.22854,2.7844215384615385,1.2355,0.9575,0.9818,0.9721,0.9722,2.8652,2.8206,0.9719,0.965,1.1138,0.88,1.215,1.839,0.88,1.7361,1.0676,0.9959,0.986,1.043,11.8512,22.7355,1.1135,1.3196,3.214,2.6379,5.963,10.7173,22.7355,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,1,3,0.997,0.002,1254,1.482,1.0454,0.9919,0.9858,1.0015,5.6671,4.1529,1.0117,1.0258,1.8355,1.7739,2.1695,2.5011,1.215,1.47984,1.0319600000000002,0.9887,0.98174,1.0106199999999999,6.03554,11.13842,1.02684,1.0630600000000001,2.12152,1.82098,3.26682,4.54784,2.80876,1.2355,0.9575,0.9818,0.9721,0.9722,2.8652,2.8206,0.9719,0.965,1.1138,0.88,1.215,1.839,0.88,1.7361,1.0676,0.9959,0.986,1.043,11.8512,22.7355,1.1135,1.3196,3.214,2.6379,5.963,12.3138,22.7355,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.8,3,1,4,0.997,0.002,1254,1.482,1.0454,0.9919,0.9858,1.0015,5.6671,4.1529,1.0117,1.0258,1.8355,1.7739,2.1695,2.5011,1.215,1.47996,1.0319600000000002,0.9887,0.98174,1.0106199999999999,6.03554,11.13842,1.02684,1.0630600000000001,2.12152,1.82304,3.26682,4.4459599999999995,2.801090769230769,1.2355,0.9575,0.9818,0.9721,0.9722,2.8652,2.8206,0.9719,0.965,1.1138,0.88,1.215,1.839,0.88,1.7361,1.0676,0.9959,0.986,1.043,11.8512,22.7355,1.1135,1.3196,3.214,2.6379,5.963,11.8044,22.7355,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,1,4,0.997,0.002,1254,1.482,1.0454,0.9919,0.9858,1.0015,5.6671,4.1529,1.0117,1.0258,1.8355,1.7739,2.1695,2.5011,1.215,1.47996,1.0319600000000002,0.9887,0.98174,1.0106199999999999,6.03554,11.13842,1.02684,1.0630600000000001,2.12152,1.82304,3.26682,4.4459599999999995,2.801090769230769,1.2355,0.9575,0.9818,0.9721,0.9722,2.8652,2.8206,0.9719,0.965,1.1138,0.88,1.215,1.839,0.88,1.7361,1.0676,0.9959,0.986,1.043,11.8512,22.7355,1.1135,1.3196,3.214,2.6379,5.963,11.8044,22.7355,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,4,6,4,0.998,0.002,1254,1.4098,1.1737,1.401,0.9465,1.0718,2.3012,4.0165,1.1615,1.2153,1.0378,1.1747,1.1477,1.2124,1.2134,1.3984999999999999,1.19054,2.7518599999999998,1.03958,1.02962,2.04732,4.648639999999999,1.1861599999999999,1.3123,1.16438,1.16298,1.2256,1.4034,1.6585292307692308,1.335,1.126,1.1607,0.9301,0.9254,0.9995,1.8517,1.1598,1.0855,1.0317,1.0424,0.9539,0.9344,0.9254,1.475,1.3247,8.5169,1.3855,1.0742,3.5248,11.1832,1.2303,1.7863,1.4165,1.3179,1.7635,2.0036,11.1832,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,5,5,2,0.999,0.002,1254,1.3213,1.2117,0.995,0.991,0.9608,1.2639,2.8001,0.9759,0.9464,1.1228,2.0425,1.2374,1.1273,1.2131,1.33174,1.2348,2.53094,1.16262,1.19528,1.31846,5.97008,1.12964,1.06014,1.33802,1.91554,1.6251200000000001,692.55768,54.95154307692307,1.2228,1.0869,0.9802,0.9801,0.9557,0.9565,1.3658,0.9509,0.9457,1.0388,1.3477,0.9088,0.8987,0.8987,1.4712,1.561,8.6896,1.8459,1.9624,1.9617,13.2827,1.3998,1.2813,2.1009,2.4446,3.0344,3458.4138,3458.4138,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,5,3,2,0.997,0.002,1254,1.4061,1.1037,1.1839,0.986,1.023,0.952,4.7009,1.6804,1.0722,0.924,2.7904,1.4735,2.2012,1.2127,1.44626,1.27412,2.46786,1.0359,1.05416,1.6675799999999998,5.22916,1.50494,1.09982,1.03658,3.02988,1.51114,2.2362200000000003,1.891816923076923,1.3158,1.0606,0.9944,0.9789,0.9929,0.9131,1.0328,1.121,0.912,0.918,1.1944,0.9133,1.1298,0.912,1.6741,1.8149,7.4694,1.2127,1.1545,3.1665,10.0236,1.8992,1.2361,1.3431,4.8834,2.0644,4.1743,10.0236,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,5,3,3,0.997,0.002,1254,1.4822,1.1756,1.1839,0.986,1.023,0.952,4.7009,1.6804,1.0722,1.0796,2.5911,1.4445,2.1856,1.2127,1.48026,1.2729,2.4579,1.0359,1.05018,1.6675799999999998,5.18384,1.49492,1.1345399999999999,1.15232,2.4791,1.44254,2.22566,1.8521261538461538,1.3326,1.0606,0.9944,0.9789,0.9747,0.9131,1.0051,1.121,0.9643,0.918,1.22,0.9756,1.0592,0.9131,1.6852,1.8149,7.4694,1.2127,1.1545,3.1665,9.8247,1.8491,1.3574,1.5393,3.3052,2.0644,3.8121,9.8247,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,5,3,3,0.997,0.002,1254,1.4585,1.1151,1.1839,0.986,1.023,0.952,4.7009,1.6804,1.0722,0.924,2.1752,1.4445,2.1856,1.2127,1.46808,1.2705199999999999,2.4579,1.0359,1.0504,1.6675799999999998,5.18384,1.49492,1.1345399999999999,1.03658,2.57264,1.4545,2.12974,1.8428569230769232,1.3314,1.0606,0.9944,0.9789,0.9747,0.9131,1.0051,1.121,0.9643,0.918,1.1129,0.9133,1.0592,0.9131,1.6718,1.8149,7.4694,1.2127,1.1545,3.1665,9.8247,1.8491,1.3574,1.3431,4.3202,2.0644,3.8115,9.8247,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,5,3,4,0.997,0.002,1254,1.4744,1.1084,1.1839,0.986,1.023,0.952,4.7009,1.6804,1.0722,1.0796,2.0723,1.4771,2.1856,1.2127,1.4760199999999999,1.26918,2.4579,1.0359,1.05036,1.6675799999999998,5.18384,1.49492,1.1345399999999999,1.09394,2.4979199999999997,1.47644,2.07698,1.8396553846153847,1.3336,1.0606,0.9944,0.9789,0.9747,0.9131,1.0051,1.121,0.9643,0.918,1.1932,0.9133,1.0592,0.9131,1.6941,1.8149,7.4694,1.2127,1.1545,3.1665,9.8247,1.8491,1.3574,1.3431,4.0527,2.0644,3.6384,9.8247,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,5,5,2,0.998,0.002,1254,1.3108,1.1337,1.418,1.0354,0.9993,1.3802,1.5271,0.9683,1.487,1.4238,1.7602,1.1767,1.0048,1.2125,1.31274,1.11216,2.76396,1.11802,1.1037599999999999,1.3377,2.25002,1.08758,1.43346,1.5743,1.75874,1.19456,0.99616,1.4648584615384617,1.2352,1.0195,0.9316,0.9024,0.9033,0.9739,1.1371,0.8925,1.1424,1.0234,1.256,1.0313,0.8685,0.8685,1.3899,1.1998,8.7891,1.4182,1.6465,1.9178,3.7268,1.5126,1.7575,2.1608,2.5034,1.3971,1.2125,8.7891,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,5,5,2,0.998,0.002,1254,1.3089,1.2051,0.9939,0.99,0.9531,1.2588,2.7677,0.9719,0.9361,1.115,2.0031,1.4929,1.1163,1.2121,1.3206799999999999,1.22756,2.5259,1.15972,1.18676,1.3102800000000001,5.92766,1.12242,1.04962,1.32598,1.8814,1.6749199999999997,685.74746,54.4200276923077,1.2121,1.0793,0.9763,0.9761,0.9471,0.9487,1.3522,0.9414,0.9352,1.0278,1.3241,0.8919,0.8797,0.8797,1.4643,1.554,8.6714,1.844,1.9466,1.9518,13.2176,1.3907,1.2724,2.081,2.4071,2.9858,3424.4396,3424.4396,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,2,6,1,0.998,0.002,1254,1.2802,1.3592,1.3248,1.1034,1.0651,1.5731,1.0678,1.0607,1.2937,1.1319,1.3345,1.061,0.9966,1.2119,1.27202,1.35958,1.32412,1.16578,1.0627,1.69692,1.3517,1.18892,1.3380800000000002,1.20542,1.43174,1.01528,1.14578,1.2736953846153847,1.2082,1.1128,0.9327,0.8651,0.844,1.1408,0.8347,1.0489,0.9462,0.833,0.9316,0.8288,0.9068,0.8288,1.3579,1.5353,1.7004,1.5952,1.2343,2.2513,2.4323,1.4737,1.9582,1.6129,1.8778,1.1584,1.7484,2.4323,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,4,1,3,0.999,0.002,1254,1.2241,1.3374,1.2299,1.2157,1.2443,1.1954,1.106,1.229,1.0841,1.2112,1.2179,1.0799,1.1822,1.2112,1.22974,1.39822,1.307,1.2312,1.2282600000000001,1.33086,1.1335799999999998,1.20038,1.14024,1.1367,1.24148,1.22744,1.23814,1.2340953846153846,1.1898,1.1691,1.1854,1.0952,1.0852,1.1064,1.0182,1.0427,1.0643,0.997,1.0406,1.0371,0.9353,0.9353,1.3092,1.78,1.582,1.4265,1.2969,1.5893,1.3148,1.4083,1.3564,1.2272,1.5102,1.5062,1.7985,1.7985,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,4,5,1,0.997,0.002,1254,1.3332,1.3783,1.3106,1.1403,1.2111,1.084,1.9571,1.8253,1.1823,1.1698,1.1588,1.1331,0.9033,1.2111,1.33924,1.83474,1.53824,1.13916,1.20514,1.10838,3.9649,2.55064,1.28056,1.14952,1.26634,1.11422,1.4358,1.60976,1.1337,0.9957,0.9276,0.925,1.0044,1.0616,1.2919,1.4079,0.8543,1.0024,0.8947,0.8321,0.8357,0.8321,1.5254,4.2101,2.541,1.3542,1.3137,1.1691,11.3269,3.9786,2.0135,1.3517,1.679,1.5473,3.5081,11.3269,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,5,3,4,0.997,0.002,1254,1.4683,1.1538,1.1839,0.986,1.023,0.952,4.7009,1.6804,1.0722,1.0796,2.3841,1.478,2.1856,1.2108,1.4801,1.2658,2.4579,1.0359,1.05018,1.6675799999999998,5.18384,1.49492,1.1345399999999999,1.12336,2.6061,1.4863,2.14846,1.856536923076923,1.3353,1.0606,0.9944,0.9789,0.9747,0.9131,1.0051,1.121,0.9643,0.918,1.1932,0.9617,1.0592,0.9131,1.7008,1.8149,7.4694,1.2127,1.1545,3.1665,9.8247,1.8491,1.3574,1.4902,3.7193,2.0644,3.6442,9.8247,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,4,6,1,0.999,0.002,1254,1.325,1.1048,1.2788,0.9552,0.9376,0.9611,2.326,1.2667,1.3452,1.0626,0.8868,1.3359,0.9862,1.2085,1.33236,1.25366,1.29558,1.01168,1.0538,1.7216200000000002,4.319,1.21964,1.51106,1.0982800000000001,1.0558999999999998,1.47122,1.34622,1.514616923076923,1.2524,0.9889,0.9459,0.9414,0.9171,0.9153,1.36,0.9085,1.0214,1.0516,0.8854,0.8904,0.8891,0.8854,1.4351,1.6176,1.7265,1.2085,1.2416,3.3318,13.7385,1.3861,2.3536,1.1754,1.3526,2.8135,2.3079,13.7385,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,5,4,1,0.997,0.002,1254,1.2978,1.3005,0.9819,1.0308,0.9919,0.9446,1.3561,1.5177,0.9065,1.3186,2.7308,1.7332,0.9232,1.2083,1.3123200000000002,1.7076999999999998,1.06312,1.1235,1.06816,1.82896,2.5148400000000004,1.54492,0.97442,2.11096,2.715,1.43292,0.9679800000000001,1.566523076923077,1.207,1.1076,0.9617,0.965,0.9723,0.9175,0.9051,1.0142,0.8992,1.0692,2.0294,0.864,0.8483,0.8483,1.4256,3.3169,1.2228,1.3506,1.2266,4.5168,5.0639,2.2647,1.2463,5.7671,3.3968,1.7564,1.2035,5.7671,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,3,4,4,0.999,0.002,1254,1.4152,1.1467,1.1452,0.9949,0.9749,1.9855,2.2043,1.4832,0.9704,1.4831,2.5648,1.2079,1.4487,1.2079,1.374,1.20866,3.6706200000000004,0.99196,0.9856400000000001,2.10688,2.73454,1.38622,1.04016,2.77968,2.5866800000000003,1.25382,1.8302,1.8422353846153847,1.1025,0.9673,0.9809,0.9849,0.9655,1.4367,0.9326,0.9556,0.9555,0.9659,0.9628,0.9234,0.9907,0.9234,1.5527,1.7082,13.9688,1.0,1.0331,2.8446,4.5072,1.7018,1.3298,7.2441,5.7947,1.6093,3.2704,13.9688,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,4,2,0.999,0.002,1254,1.4079,1.1467,1.1452,0.9949,0.9749,1.9855,2.2043,1.4133,0.9704,1.4831,2.5648,1.2079,1.5753,1.2079,1.37202,1.20866,3.6706200000000004,0.99196,0.98704,2.10688,2.6887,1.27158,1.04978,2.77968,2.1142399999999997,1.28878,1.93204,1.8047676923076923,1.097,0.9673,0.9809,0.9849,0.9655,1.4367,0.9326,0.9556,0.9555,0.9659,0.918,0.9234,0.9907,0.918,1.5495,1.7082,13.9688,1.0,1.0331,2.8446,4.508,1.4832,1.3779,7.2441,3.4776,1.7841,3.2739,13.9688,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,3,4,2,0.999,0.002,1254,1.4138,1.1467,1.1452,0.9949,0.9749,1.9855,2.4066,1.4832,0.9704,1.4831,2.5648,1.2079,1.4487,1.2079,1.36522,1.20866,3.6706200000000004,0.99196,0.98286,2.10688,2.7803,1.44358,1.02098,2.77968,2.11342,1.2037,1.70824,1.7981615384615384,1.0991,0.9673,0.9809,0.9849,0.9655,1.4367,0.9326,0.9556,0.9555,0.9659,0.9134,0.9234,0.9907,0.9134,1.5542,1.7082,13.9688,1.0,1.0331,2.8446,4.5057,1.8455,1.2339,7.2441,3.4776,1.3587,3.2704,13.9688,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,4,3,0.999,0.002,1254,1.4152,1.1467,1.1452,0.9949,0.9749,1.9855,2.2627,1.4832,0.9704,1.4831,2.5648,1.2079,1.4487,1.2079,1.37326,1.20866,3.6706200000000004,0.99196,0.9856400000000001,2.10688,2.75182,1.38622,1.04016,2.77968,2.1265,1.2756399999999999,1.85546,1.8117307692307694,1.1057,0.9673,0.9809,0.9849,0.9655,1.4367,0.9326,0.9556,0.9555,0.9659,0.9793,0.9234,0.9907,0.9234,1.5527,1.7082,13.9688,1.0,1.0331,2.8446,4.5072,1.7018,1.3298,7.2441,3.4776,1.7184,3.2728,13.9688,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,3,4,4,0.999,0.002,1254,1.4152,1.1467,1.1452,0.9949,0.9749,1.9855,2.2043,1.4832,0.9704,1.4831,2.5648,1.2079,1.4487,1.2079,1.37262,1.20866,3.6706200000000004,0.99196,0.9856400000000001,2.10688,2.73454,1.38622,1.04016,2.77968,2.26646,1.25382,1.8306799999999999,1.8175338461538462,1.1025,0.9673,0.9809,0.9849,0.9655,1.4367,0.9326,0.9556,0.9555,0.9659,0.9628,0.9234,0.9907,0.9234,1.5527,1.7082,13.9688,1.0,1.0331,2.8446,4.5072,1.7018,1.3298,7.2441,4.1936,1.6093,3.2728,13.9688,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,3,4,3,0.999,0.002,1254,1.4152,1.1467,1.1452,0.9949,0.9749,1.9855,2.2627,1.4832,0.9704,1.4831,2.5648,1.2079,1.4487,1.2079,1.3773,1.20866,3.6706200000000004,0.99196,0.9856400000000001,2.10688,2.75182,1.38622,1.04016,2.77968,2.5528,1.2756399999999999,1.8546600000000002,1.8447723076923077,1.1093,0.9673,0.9809,0.9849,0.9655,1.4367,0.9326,0.9556,0.9555,0.9659,0.9793,0.9234,0.9907,0.9234,1.5527,1.7082,13.9688,1.0,1.0331,2.8446,4.5072,1.7018,1.3298,7.2441,5.6087,1.7184,3.2704,13.9688,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,3,1,1,0.999,0.002,1254,1.3431,1.0382,1.2701,1.4394,1.8022,1.0685,0.9926,1.654,1.2075,1.2106,1.1743,1.115,1.1819,1.2075,1.35418,0.9883599999999999,1.42074,1.45874,1.8132000000000001,1.19406,1.2256,1.7192,1.20898,1.0937999999999999,1.3657,1.07512,1.21356,1.3177876923076923,1.1782,0.8226,1.1695,0.9633,1.2154,0.9843,0.982,1.1387,1.1485,0.8563,1.1107,0.9635,1.0984,0.8226,1.4801,1.1579,2.1133,1.8716,2.6572,1.5117,2.1632,2.2927,1.2772,1.2282,1.7718,1.2061,1.409,2.6572,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,5,3,1,0.997,0.002,1254,1.5775,1.1995,1.0183,0.979,1.0789,0.952,5.2016,1.6804,1.0722,1.0897,1.2818,1.3863,1.1545,1.2072,1.5081399999999998,1.27366,1.14032,1.02436,1.05958,1.66786,5.3907,1.53636,1.20414,1.46426,2.1652,1.6825199999999998,1.7479600000000002,1.758850769230769,1.2178,0.9337,0.981,0.9652,0.9384,0.9145,0.951,1.0811,1.0692,0.918,1.2359,1.0295,0.9182,0.9145,1.6539,1.8149,1.524,1.2127,1.1258,3.1665,11.0703,2.0067,1.6005,2.3843,4.1532,3.3217,3.3491,11.0703,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,3,6,4,0.999,0.002,1254,1.2471,1.1732,1.5929,1.245,1.2832,1.0815,1.2178,1.1379,1.3079,0.9782,1.0521,0.9916,1.1093,1.2064,1.25336,1.2335,1.46792,1.2563,1.17042,1.3105,1.2868,1.17052,1.2639,1.02612,1.22034,0.9975400000000001,1.42952,1.2374415384615385,1.2343,0.9658,1.2649,1.001,0.8985,0.9495,1.0461,1.1122,0.9506,0.9332,1.0379,0.974,0.9637,0.8985,1.2878,1.8097,1.6169,1.7171,1.3044,2.2868,1.6115,1.2387,1.4007,1.1258,1.5961,1.0266,2.7056,2.7056,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,4,2,3,0.999,0.002,1254,1.1914,1.4201,1.2719,1.1877,1.4982,1.35,1.148,1.2119,1.1939,1.04,1.1203,1.0753,1.2053,1.2053,1.24796,1.6939199999999999,1.25284,1.2461,1.43252,1.4328400000000001,1.18592,1.2001199999999999,1.13964,1.08314,1.18834,1.14912,1.2009,1.2656430769230769,1.168,1.1394,1.0059,1.0238,1.1711,1.2902,1.0093,1.16,0.998,0.9538,1.045,1.0444,0.9316,0.9316,1.3699,2.7799,1.4765,1.6452,1.5145,1.597,1.5072,1.2241,1.2738,1.2079,1.523,1.4628,1.4365,2.7799,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,1,2,0.997,0.002,1254,1.4767,1.0454,0.9919,0.9858,1.0015,5.6671,4.1529,1.0117,1.0258,1.8355,1.7739,1.8513,1.9827,1.2036,1.4780799999999998,1.0319600000000002,0.9887,0.98174,1.0106199999999999,6.03554,11.13842,1.02684,1.0630600000000001,2.12152,1.82526,3.12152,4.35462,2.7829138461538463,1.227,0.9575,0.9818,0.9721,0.9722,2.8652,2.8206,0.9719,0.965,1.1138,0.88,1.1189,1.3486,0.88,1.7453,1.0676,0.9959,0.986,1.043,11.8512,22.7355,1.1135,1.3196,3.214,2.6379,5.963,12.5002,22.7355,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,5,6,2,0.998,0.002,1254,1.3174,1.2035,0.9712,0.9467,1.2617,1.039,1.7895,1.1326,1.2892,1.1027,1.3418,1.1415,0.9648,1.2035,1.3553000000000002,1.2228400000000001,2.3139399999999997,1.13296,1.53328,1.10586,2.51764,1.2835,1.2976800000000002,1.17558,1.7118600000000002,1.21586,0.9749399999999999,1.4493261538461537,1.2943,0.9639,0.9088,0.9237,0.8979,0.8919,1.1228,0.9122,1.0624,1.0625,1.2093,0.9954,0.8904,0.8904,1.4556,1.4189,7.4011,1.6139,2.1589,1.5906,5.2961,1.7967,1.4376,1.4341,2.3826,1.7682,1.1066,7.4011,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.05,2,3,4,0.999,0.002,1254,1.2151,1.3016,1.203,1.2401,1.0758,1.1947,1.1501,1.2783,1.2203,1.1789,1.3988,1.3711,1.0722,1.203,1.20722,1.3626999999999998,1.23758,1.3377599999999998,1.07852,1.1943,1.19402,1.21062,1.1925599999999998,1.13396,1.3407399999999998,1.25346,1.1301400000000001,1.2210446153846155,1.159,1.1398,0.9796,1.1159,1.0058,1.123,1.0079,0.9746,1.1179,0.967,1.1147,1.0521,0.8566,0.8566,1.2545,1.6481,1.4323,1.8179,1.1538,1.3148,1.5213,1.318,1.2521,1.337,1.5719,1.4148,1.4474,1.8179,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,4,6,3,0.997,0.002,1254,1.3248,1.1549,1.393,0.9379,1.0585,2.2616,3.3902,1.1447,1.2636,1.0184,0.9236,1.0735,0.9354,1.2023,1.3574199999999998,1.17508,2.7313,1.03004,1.01558,2.0213799999999997,4.62158,1.1523400000000001,1.3066600000000002,1.11754,1.03682,1.12932,1.2095600000000002,1.6080476923076923,1.3108,1.1335,1.1485,0.9189,0.9138,0.9916,1.8288,1.113,1.1092,1.0117,0.9074,0.9466,0.8852,0.8852,1.4382,1.2331,8.4242,1.3751,1.0596,3.4843,11.7051,1.2023,1.655,1.2809,1.2352,1.3884,2.0135,11.7051,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.5,5,3,1,0.997,0.002,1254,1.3464,1.2729,1.1839,0.986,1.0223,0.952,4.5326,1.6804,1.0722,0.9521,4.0316,1.2137,2.126,1.2015,1.3922599999999998,1.31968,3.7469,1.0474599999999998,1.0436999999999999,1.6673200000000001,3.9805,1.4697200000000001,1.08536,0.9775600000000001,3.5660600000000002,1.3152599999999999,2.1878599999999997,1.9076646153846153,1.2384,0.9225,0.9944,0.9789,0.9669,0.9118,0.9482,1.0221,0.912,0.918,1.0922,0.9648,0.9153,0.9118,1.6814,1.8149,14.0139,1.2127,1.1833,3.1665,6.9825,1.7618,1.2072,1.0695,4.6875,1.7261,3.9068,14.0139,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.05,2,3,3,0.998,0.002,1254,1.1679,1.2978,1.1538,1.2919,1.0639,1.2156,1.0665,1.1588,1.2171,1.2193,1.4736,1.2961,1.0872,1.2013,1.17612,1.3843,1.182,1.29042,1.06298,1.21576,1.1622400000000002,1.09382,1.16592,1.1631399999999998,1.38008,1.22738,1.17604,1.2061692307692307,1.1058,1.1761,0.9776,1.0424,0.9791,1.1364,0.943,0.9247,1.0229,0.9326,1.1838,1.0285,0.8523,0.8523,1.2554,1.7018,1.428,1.5515,1.1519,1.2687,1.6777,1.216,1.2238,1.3916,1.5665,1.4304,1.5126,1.7018,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.8,5,2,1,0.999,0.002,1254,1.3569,1.089,0.9909,0.9899,1.094,1.9286,3.7878,0.9751,0.9751,1.7668,1.9949,1.3237,1.8914,1.2012,1.3488799999999999,1.11368,0.9993000000000001,0.98894,1.50828,1.9817399999999998,5.0495,0.98582,0.9742,1.62818,2.16794,1.57748,2.097,1.7246876923076921,1.1815,0.9679,0.9809,0.9799,1.0408,1.0059,2.3575,0.9654,0.9554,1.0123,1.6656,0.9382,0.8822,0.8822,1.4522,1.2727,1.0438,0.995,2.1697,3.1105,8.3864,1.0433,1.0,2.0556,3.4771,2.5145,4.1123,8.3864,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,3,3,2,0.998,0.002,1254,1.2614,1.3908,1.3899,1.201,1.2464,1.0832,1.1908,1.1809,1.6764,1.0279,1.1522,1.0441,1.6252,1.201,1.28328,1.47318,1.58338,1.45482,1.2992599999999999,1.0523799999999999,1.16876,1.23376,1.59732,1.04156,1.4726599999999999,1.0315400000000001,1.7184000000000001,1.3392538461538461,1.2177,0.9563,1.2238,1.0807,1.1579,0.9018,0.9315,1.0216,1.1112,0.9569,1.0159,0.9169,1.0421,0.9018,1.3847,2.4973,1.9925,1.9886,1.5321,1.2867,1.3457,1.4156,1.8105,1.1619,2.528,1.1442,2.5586,2.5586,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.1,2,5,2,0.997,0.002,1254,1.3086,1.2481,1.6401,1.1756,1.1255,1.0311,1.212,1.087,1.3296,1.1181,1.4989,1.0346,1.0852,1.2005,1.33444,1.29968,1.8018399999999999,1.13672,1.12886,1.1590399999999998,2.064,1.05112,1.8712399999999998,1.17158,1.4239799999999998,1.1403,1.06966,1.3578815384615384,1.283,1.0815,1.3905,0.8856,1.0325,0.9909,0.8245,0.9562,0.9351,0.9573,1.1435,0.9922,0.9012,0.8245,1.4229,1.7254,2.7581,1.4024,1.1905,1.5086,5.5146,1.1312,3.026,1.3954,1.5045,1.4387,1.2236,5.5146,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,0.25,3,4,1,0.999,0.002,1254,1.4744,2.2036,1.1795,0.9653,1.2123,2.093,2.4558,1.2967,1.3826,1.2617,0.9402,1.0481,0.984,1.2002,1.48886,1.9055,1.22852,0.98744,1.25966,2.6788999999999996,2.70304,1.8617599999999999,1.4884600000000001,2.37144,1.13938,1.028,1.1988800000000002,1.6415261538461539,1.3304,1.0183,0.9102,0.9552,1.0214,0.9544,1.0219,0.9736,1.0583,0.9283,0.8957,0.8546,0.9108,0.8546,1.6672,2.63,1.6119,1.0293,1.4874,4.8281,5.2972,4.6065,2.4935,7.2323,1.9502,1.2002,2.0384,7.2323,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.5,5,5,2,0.997,0.002,1254,1.2969,1.1986,0.9929,0.989,0.9455,1.2537,2.7356,0.9679,0.9799,1.1071,1.9645,1.4676,1.1053,1.1987,1.30864,1.22038,2.52086,1.15684,1.17828,1.3021800000000001,5.8854999999999995,1.1152,1.05016,1.31402,1.84786,1.64732,678.9976800000001,53.88807076923077,1.2017,1.0717,0.9724,0.9722,0.9385,0.9411,1.3386,0.9319,0.9252,1.017,1.301,0.8753,0.861,0.861,1.4516,1.5471,8.6531,1.8421,1.931,1.9419,13.1528,1.3816,1.2635,2.0613,2.3702,2.9379,3390.7665,3390.7665,5,5,5,5,5,5,5,5,5,5,5,5,5,65
