,,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All
rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nlargest,0.8,2,4,1,0.999,0.002,1254,1.295,0.995,1.0,1.0,1.0,1.9086,2.846,0.9949,0.9851,1.1399,0.9752,0.9669,0.9686,1.0,1.24044,1.0798,1.0332599999999998,0.99696,1.03748,1.9361799999999998,2.74528,0.99102,0.986,1.84564,0.9702,1.41912,1.2544,1.3489061538461538,1.1318,0.982,0.9859,0.9899,0.9949,0.961,1.1499,0.9801,0.9701,1.0,0.9505,0.9612,0.9579,0.9505,1.3181,1.4351,1.1854,1.0,1.1539,3.9313,3.9643,1.0,0.9949,3.493,0.9801,3.1755,2.0974,3.9643,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,2,0.997,0.002,1254,1.2892,0.993,1.0,1.0,1.0,1.8895,2.789,1.0,0.9792,1.1308,0.9655,0.9571,0.9564,1.0,1.2374399999999999,1.0776,1.03158,0.99576,1.03576,1.91506,2.7138,1.0107,0.98048,1.8386200000000001,0.95856,1.3858599999999999,1.23158,1.339446153846154,1.1278,0.978,0.9819,0.9859,0.9929,0.9473,1.1362,0.9929,0.9584,1.0,0.9314,0.9476,0.9416,0.9314,1.3141,1.4321,1.183,1.0,1.1515,3.8915,3.9502,1.0303,0.9929,3.486,0.9722,2.5609,2.0442,3.9502,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,2,0.998,0.002,1254,1.2921,0.994,1.0,1.0,1.0,1.899,2.8174,1.0,0.9821,1.1353,0.9703,0.962,0.9625,1.0,1.2403,1.0787,1.03242,0.9963599999999999,1.0366199999999999,1.9256,2.7291800000000004,1.0121600000000002,0.98322,1.8420999999999998,0.96434,1.39464,1.2429400000000002,1.3445061538461538,1.1292,0.98,0.9839,0.9879,0.9939,0.9541,1.143,0.9939,0.9642,1.0,0.9409,0.9544,0.9497,0.9409,1.3177,1.4336,1.1842,1.0,1.1527,3.9114,3.9562,1.0335,0.9939,3.4895,0.9761,2.5661,2.0706,3.9562,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,2,0.999,0.002,1254,1.295,0.995,1.0,1.0,1.0,1.9086,2.846,0.9949,0.9851,1.1399,0.9752,0.9669,0.9686,1.0,1.24274,1.0798,1.0332599999999998,0.99696,1.03748,1.9361799999999998,2.74468,0.99102,0.986,1.84564,0.9702,1.40344,1.2544,1.3478307692307692,1.1318,0.982,0.9859,0.9899,0.9949,0.961,1.1499,0.9801,0.9701,1.0,0.9505,0.9612,0.9579,0.9505,1.318,1.4351,1.1854,1.0,1.1539,3.9313,3.9623,1.0,0.9949,3.493,0.9801,2.5712,2.0974,3.9623,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,3,0.997,0.002,1254,1.2892,0.993,1.0,1.0,1.0,1.8895,2.789,1.0,0.9792,1.1308,0.9655,0.9571,0.9564,1.0,1.2374399999999999,1.0776,1.03158,0.99576,1.03576,1.91506,2.7138,1.0107,0.98048,1.8386200000000001,0.95856,1.3858599999999999,1.23158,1.339446153846154,1.1278,0.978,0.9819,0.9859,0.9929,0.9473,1.1362,0.9929,0.9584,1.0,0.9314,0.9476,0.9416,0.9314,1.3141,1.4321,1.183,1.0,1.1515,3.8915,3.9502,1.0303,0.9929,3.486,0.9722,2.5609,2.0442,3.9502,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,4,3,0.998,0.002,1254,1.2921,0.994,1.0,1.0,1.0,1.899,2.8174,1.0,0.9821,1.1353,0.9703,0.962,0.9625,1.0,1.2403,1.0787,1.03242,0.9963599999999999,1.0366199999999999,1.9256,2.7291800000000004,1.0121600000000002,0.98322,1.8420999999999998,0.96434,1.39464,1.2429400000000002,1.3445061538461538,1.1292,0.98,0.9839,0.9879,0.9939,0.9541,1.143,0.9939,0.9642,1.0,0.9409,0.9544,0.9497,0.9409,1.3177,1.4336,1.1842,1.0,1.1527,3.9114,3.9562,1.0335,0.9939,3.4895,0.9761,2.5661,2.0706,3.9562,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,4,0.998,0.002,1254,1.1439,0.994,0.996,1.0,1.172,3.9313,1.9442,1.0,1.0,1.5559,0.964,0.9759,0.9623,1.0,1.17042,1.08368,1.01716,1.0,1.16398,2.9612600000000002,2.34638,0.9952,1.029,2.39544,1.06884,1.10214,0.9798,1.4087153846153846,1.0814,0.9939,0.9879,1.0,0.994,0.9758,0.9434,0.988,0.994,0.9939,0.9587,0.964,0.9532,0.9434,1.329,1.4365,1.108,1.0,1.3305,3.9763,3.8664,1.0,1.157,4.7239,1.4748,1.4582,1.0589,4.7239,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,2,6,4,0.999,0.002,1254,1.1466,0.995,0.996,1.0,1.172,3.9353,1.9521,1.0,1.0,1.5606,0.9699,0.9799,0.9685,1.0,1.1724,1.0843,1.01776,1.0,1.16438,2.96806,2.35542,0.9960000000000001,1.02964,2.39974,1.0737400000000001,1.10732,0.9858800000000001,1.4118953846153846,1.0807,0.995,0.9899,1.0,0.995,0.9798,0.952,0.99,0.995,0.9949,0.9655,0.9699,0.9602,0.952,1.3316,1.4365,1.108,1.0,1.3305,3.9875,3.886,1.0,1.1582,4.7286,1.4778,1.4646,1.0638,4.7286,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,4,2,0.997,0.002,1254,1.2332,0.996,1.0,0.993,0.9858,1.9875,2.2469,0.9723,0.9858,1.893,0.9389,1.3983,1.5861,1.0,1.2119,1.1439599999999999,1.02958,0.99434,0.99002,2.10712,3.01276,0.9895400000000001,1.03406,2.72882,0.9536999999999999,1.30248,2.42792,1.5327846153846154,1.0558,0.9751,0.9889,0.9858,0.9791,1.4226,0.9288,0.9721,0.9721,0.9751,0.9312,0.9585,0.9299,0.9288,1.299,1.4221,1.1487,1.0,1.013,2.8513,6.1283,1.0382,1.2541,5.7593,1.0145,1.5147,6.064,6.1283,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,4,2,0.998,0.002,1254,1.2376,0.996,1.0,0.994,0.9879,1.9916,2.2537,0.9762,0.9879,1.9007,0.9474,1.413,1.6146,1.0,1.2159200000000001,1.14572,1.03042,0.9951599999999999,0.99222,2.11886,3.02236,0.9925200000000001,1.03696,2.73752,0.9632400000000001,1.31294,2.45972,1.540273846153846,1.0602,0.9781,0.9899,0.9879,0.9821,1.4333,0.9354,0.9761,0.9761,0.9781,0.9408,0.9643,0.9396,0.9354,1.3026,1.4235,1.1499,1.0,1.015,2.8697,6.1375,1.0403,1.2566,5.7768,1.028,1.5287,6.1358,6.1375,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,4,1,0.998,0.002,1254,1.2168,1.1233,0.9899,0.9939,0.994,0.9699,2.1876,0.982,0.9643,1.392,2.1397,1.3642,0.9176,1.0,1.22496,1.14414,1.02568,0.9951399999999999,1.01558,1.2507199999999998,2.50122,0.99236,0.96542,1.80824,1.88976,2.60496,0.9271800000000001,1.4111815384615385,1.1721,0.9643,0.9839,0.9879,0.9761,0.9487,1.5781,0.9818,0.9641,1.1047,0.897,0.9241,0.8582,0.8582,1.2829,1.3505,1.1767,1.0,1.132,1.9399,4.08,1.0339,0.9699,3.0227,2.49,7.9877,1.0461,7.9877,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,4,1,0.999,0.002,1254,1.2225,1.1244,0.9909,0.9949,0.995,0.9749,2.2032,0.985,0.9702,1.3976,2.1699,1.3796,0.9295,1.0,1.22472,1.14704,1.02712,0.99594,1.0183,1.25898,2.51924,0.9839600000000001,0.97112,1.8163,1.84876,2.16462,0.9416399999999999,1.3782876923076923,1.1778,0.9682,0.9859,0.9899,0.98,0.9565,1.5877,0.9798,0.97,1.1137,0.9134,0.9363,0.8804,0.8804,1.2777,1.3519,1.1779,1.0,1.1366,1.9518,4.1214,0.9851,0.9749,3.0319,2.1898,5.7275,1.0548,5.7275,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,5,2,0.997,0.002,1254,1.1646,1.1433,0.993,0.9929,0.986,0.9858,2.8143,0.9791,0.9681,1.1308,1.2734,1.2566,0.9365,1.0,1.20578,1.15062,0.9944,0.99354,1.216,1.2561,6.54886,0.9846,1.00052,1.4612,1.3977,1.60628,0.96874,1.5987953846153846,1.128,0.9851,0.9861,0.9929,0.9791,0.9478,1.209,0.979,0.9653,0.9544,0.9678,0.9199,0.874,0.874,1.4065,1.339,1.0,0.996,2.0289,1.9557,17.7815,0.9929,1.1247,2.472,2.4939,2.8138,1.2189,17.7815,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,5,2,0.998,0.002,1254,1.17,1.1473,0.994,0.9939,0.988,0.9879,2.8357,0.9821,0.9721,1.1353,1.2914,1.2692,0.9453,1.0,1.2112,1.15384,0.9952,0.99434,1.21844,1.26258,6.57452,0.9867799999999999,1.0042,1.46866,1.41586,1.6190200000000001,0.98332,1.606766153846154,1.1332,0.986,0.9881,0.9939,0.9821,0.9545,1.2144,0.982,0.9702,0.9602,0.9786,0.9307,0.891,0.891,1.4126,1.3423,1.0,0.996,2.0309,1.9637,17.8358,0.9939,1.1264,2.4846,2.5228,2.8311,1.2412,17.8358,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,5,2,0.999,0.002,1254,1.1754,1.1513,0.995,0.995,0.99,0.9899,2.8574,0.9851,0.976,1.1399,1.3097,1.2819,0.9542,1.0,1.2144,1.15708,0.9960000000000001,0.9951599999999999,1.22092,1.26906,6.60036,0.98898,1.00786,1.47616,1.43428,1.5663399999999998,0.99814,1.6095953846153845,1.1385,0.987,0.99,0.9949,0.9851,0.9613,1.2199,0.985,0.9751,0.9661,0.9895,0.9416,0.9083,0.9083,1.4073,1.3456,1.0,0.996,2.033,1.9717,17.8903,0.9949,1.128,2.4971,2.5521,2.8484,1.2639,17.8903,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,5,3,0.997,0.002,1254,1.1646,1.1433,0.993,0.9929,0.986,0.9858,2.8143,0.9791,0.9681,1.1308,1.2734,1.2538,0.9365,1.0,1.20638,1.15062,0.9944,0.99354,1.216,1.2561,6.54886,0.9846,0.9912599999999999,1.4612,1.3977,1.58416,0.96874,1.5964276923076923,1.128,0.9851,0.9861,0.9929,0.9791,0.9478,1.209,0.979,0.9653,0.9544,0.9678,0.9194,0.874,0.874,1.414,1.339,1.0,0.996,2.0289,1.9557,17.7815,0.9929,1.0784,2.472,2.4939,2.8138,1.2189,17.7815,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,5,3,0.998,0.002,1254,1.17,1.1473,0.994,0.9939,0.988,0.9879,2.8357,0.9821,0.9721,1.1353,1.2914,1.2658,0.9453,1.0,1.21182,1.15384,0.9952,0.99434,1.21844,1.26258,6.57452,0.9867799999999999,0.9949600000000001,1.46866,1.41586,1.59674,0.98332,1.604389230769231,1.1332,0.986,0.9881,0.9939,0.9821,0.9545,1.2144,0.982,0.9702,0.9602,0.9786,0.9303,0.891,0.891,1.4201,1.3423,1.0,0.996,2.0309,1.9637,17.8358,0.9939,1.0802,2.4846,2.5228,2.8311,1.2412,17.8358,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,5,3,0.999,0.002,1254,1.1754,1.1513,0.995,0.995,0.99,0.9899,2.8574,0.9851,0.976,1.1399,1.3097,1.17,0.9542,1.0,1.21502,1.15708,0.9960000000000001,0.9951599999999999,1.22092,1.26906,6.60036,0.98898,0.99864,1.47616,1.43428,1.54392,0.99814,1.6072092307692307,1.1385,0.987,0.99,0.9949,0.9851,0.9613,1.2199,0.985,0.9751,0.9661,0.9895,0.9414,0.9083,0.9083,1.4148,1.3456,1.0,0.996,2.033,1.9717,17.8903,0.9949,1.0819,2.4971,2.5521,2.8484,1.2639,17.8903,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,5,4,0.997,0.002,1254,1.1646,1.1433,0.993,0.9929,0.986,0.9858,2.8143,0.9791,0.9681,1.1308,1.2734,1.2538,0.9365,1.0,1.21006,1.15062,0.9944,0.99354,1.216,1.2561,6.582120000000001,0.9846,0.9912599999999999,1.4612,1.3977,1.58416,0.96874,1.5992692307692309,1.1497,0.9851,0.9861,0.9929,0.9791,0.9478,1.3753,0.979,0.9653,0.9544,0.9678,0.9194,0.874,0.874,1.4107,1.339,1.0,0.996,2.0289,1.9557,17.7815,0.9929,1.0784,2.472,2.4939,2.8138,1.2189,17.7815,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,5,4,0.998,0.002,1254,1.17,1.1473,0.994,0.9939,0.988,0.9879,2.8357,0.9821,0.9721,1.1353,1.2914,1.2658,0.9453,1.0,1.2155200000000002,1.15384,0.9952,0.99434,1.21844,1.26258,6.60784,0.9867799999999999,0.9949600000000001,1.46866,1.41586,1.59674,0.98332,1.607236923076923,1.155,0.986,0.9881,0.9939,0.9821,0.9545,1.381,0.982,0.9702,0.9602,0.9786,0.9303,0.891,0.891,1.4168,1.3423,1.0,0.996,2.0309,1.9637,17.8358,0.9939,1.0802,2.4846,2.5228,2.8311,1.2412,17.8358,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,5,4,0.999,0.002,1254,1.1754,1.1513,0.995,0.995,0.99,0.9899,2.8574,0.9851,0.976,1.1399,1.3097,1.17,0.9542,1.0,1.21872,1.15708,0.9960000000000001,0.9951599999999999,1.22092,1.26906,6.63374,0.98898,0.99864,1.47616,1.43428,1.54392,0.99814,1.6100615384615384,1.1603,0.987,0.99,0.9949,0.9851,0.9613,1.3868,0.985,0.9751,0.9661,0.9895,0.9414,0.9083,0.9083,1.4115,1.3456,1.0,0.996,2.033,1.9717,17.8903,0.9949,1.0819,2.4971,2.5521,2.8484,1.2639,17.8903,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,3.0,1,1,1,0.997,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,3.0,1,1,1,0.998,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,3.0,1,1,1,0.999,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,3.0,1,1,2,0.997,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,3.0,1,1,2,0.998,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,3.0,1,1,2,0.999,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,3.0,1,1,3,0.997,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,3.0,1,1,3,0.998,0.002,1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,5,4,1,0.997,0.002,1254,1.2112,1.1221,0.9889,0.9929,0.993,0.965,2.1721,0.9791,0.9585,1.3864,2.1099,1.3491,0.9058,1.0,1.2194800000000001,1.14124,1.0242200000000001,0.99434,1.01286,1.2425599999999999,2.4832799999999997,0.9893599999999999,0.9598000000000001,1.80022,1.86544,2.5789,0.9129400000000001,1.4018953846153845,1.1663,0.9604,0.9819,0.9859,0.9721,0.9411,1.5685,0.9788,0.9583,1.0957,0.8809,0.912,0.8365,0.8365,1.2784,1.3491,1.1755,1.0,1.1274,1.9281,4.0389,1.0308,0.965,3.0136,2.4623,7.9153,1.0374,7.9153,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,4,6,1,0.999,0.002,1254,1.2335,0.9771,1.0,0.996,0.995,1.9617,4.7281,1.0,0.9859,1.5506,0.936,1.1221,0.9483,1.0,1.1931800000000001,1.1014,1.00028,0.9962,1.1099999999999999,2.19258,4.41536,1.0038,0.9871399999999999,1.46866,0.98568,1.30822,1.3148,1.4674846153846153,1.0645,0.9721,0.995,0.99,0.9899,0.9701,2.8964,0.9899,0.9849,1.1395,0.9275,0.9507,0.9276,0.9275,1.2737,1.4984,1.0114,1.0,1.288,4.0645,5.8349,1.0196,0.99,1.8584,1.1915,1.8579,2.8059,5.8349,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,4,6,1,0.998,0.002,1254,1.2286,0.9742,1.0,0.996,0.994,1.9518,4.7139,1.0,0.9839,1.5428,0.9237,1.1118,0.9383,1.0,1.1901199999999998,1.0985399999999998,0.9996600000000001,0.9955999999999999,1.10848,2.18644,4.39936,1.00218,0.9847400000000001,1.46316,0.9734,1.2984,1.30122,1.4616384615384617,1.0607,0.9682,0.9939,0.988,0.9879,0.9642,2.8817,0.9879,0.9818,1.1349,0.9136,0.9411,0.9137,0.9136,1.2694,1.4969,1.0104,1.0,1.2867,4.0645,5.8172,1.0175,0.9881,1.8546,1.1807,1.8465,2.7827,5.8172,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,5,1,0.998,0.002,1254,1.1593,0.994,0.9939,1.0,1.0,3.9392,4.6714,0.994,0.9881,1.5497,1.0704,0.9562,1.9487,1.0,1.23516,1.1493600000000002,1.0145199999999999,0.9975799999999999,1.02664,3.9859400000000003,9.51832,1.00228,1.02298,2.10492,1.25064,0.95522,2.263,2.1174276923076922,1.1565,0.988,0.9841,0.9939,0.9818,0.9582,1.9332,0.9879,0.9879,1.3731,0.9408,0.9368,0.9025,0.9025,1.4497,1.4235,1.1107,1.0,1.1634,8.0971,30.1863,1.0355,1.157,4.1464,1.6428,0.9701,4.0197,30.1863,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,4,2,0.999,0.002,1254,1.2419,0.996,1.0,0.995,0.9899,1.9956,2.2605,0.9801,0.9899,1.9084,0.956,1.428,1.6437,1.0,1.21988,1.1474600000000001,1.03124,0.99596,0.99444,2.13062,3.032,0.9839800000000001,1.03984,2.7462400000000002,0.9728600000000001,1.3235199999999998,2.4919599999999997,1.5469230769230768,1.0621,0.9811,0.9909,0.9899,0.9851,1.444,0.942,0.98,0.98,0.9811,0.9504,0.9702,0.9494,0.942,1.3072,1.425,1.151,1.0,1.0171,2.8882,6.1468,0.9949,1.2592,5.7944,1.0416,1.5428,6.2084,6.2084,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,4,3,0.997,0.002,1254,1.2332,0.996,1.0,0.993,0.9858,1.9875,2.2469,0.9723,0.9858,1.893,0.9389,1.4039,1.5861,1.0,1.21184,1.1439599999999999,1.02958,0.99434,0.99002,2.10712,3.01276,0.9895400000000001,1.03406,2.72882,0.9536999999999999,1.3502399999999999,2.42662,1.5363538461538462,1.0631,0.9751,0.9889,0.9858,0.9791,1.4226,0.9288,0.9721,0.9721,0.9751,0.9312,0.9585,0.9299,0.9288,1.2914,1.4221,1.1487,1.0,1.013,2.8513,6.1283,1.0382,1.2541,5.7593,1.0145,1.6371,6.0575,6.1283,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,4,3,0.998,0.002,1254,1.2376,0.996,1.0,0.994,0.9879,1.9916,2.2537,0.9762,0.9879,1.9007,0.9474,1.4173,1.6146,1.0,1.2159,1.14572,1.03042,0.9951599999999999,0.99222,2.11886,3.02236,0.9925200000000001,1.03696,2.73752,0.9632400000000001,1.3610799999999998,2.45884,1.5439076923076922,1.0676,0.9781,0.9899,0.9879,0.9821,1.4333,0.9354,0.9761,0.9761,0.9781,0.9408,0.9643,0.9396,0.9354,1.2951,1.4235,1.1499,1.0,1.015,2.8697,6.1375,1.0403,1.2566,5.7768,1.028,1.6537,6.1314,6.1375,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,4,3,0.999,0.002,1254,1.2419,0.996,1.0,0.995,0.9899,1.9956,2.2605,0.9801,0.9899,1.9084,0.956,1.4308,1.6437,1.0,1.21984,1.1474600000000001,1.03124,0.99596,0.99444,2.13062,3.032,0.9839800000000001,1.03984,2.7462400000000002,0.9728600000000001,1.372,2.49152,1.5506153846153847,1.0695,0.9811,0.9909,0.9899,0.9851,1.444,0.942,0.98,0.98,0.9811,0.9504,0.9702,0.9494,0.942,1.2996,1.425,1.151,1.0,1.0171,2.8882,6.1468,0.9949,1.2592,5.7944,1.0416,1.6704,6.2062,6.2062,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,4,4,0.997,0.002,1254,1.2332,0.996,1.0,0.993,0.9858,1.9875,2.2469,0.9723,0.9858,1.893,0.9389,1.4039,1.5861,1.0,1.21184,1.1439599999999999,1.02958,0.99434,0.99002,2.10712,3.01276,0.9895400000000001,1.03406,2.72882,0.9536999999999999,1.3502399999999999,2.42662,1.5363538461538462,1.0631,0.9751,0.9889,0.9858,0.9791,1.4226,0.9288,0.9721,0.9721,0.9751,0.9312,0.9585,0.9299,0.9288,1.2914,1.4221,1.1487,1.0,1.013,2.8513,6.1283,1.0382,1.2541,5.7593,1.0145,1.6371,6.0575,6.1283,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,4,4,0.998,0.002,1254,1.2376,0.996,1.0,0.994,0.9879,1.9916,2.2537,0.9762,0.9879,1.9007,0.9474,1.4173,1.6146,1.0,1.2159,1.14572,1.03042,0.9951599999999999,0.99222,2.11886,3.02236,0.9925200000000001,1.03696,2.73752,0.9632400000000001,1.3610799999999998,2.45884,1.5439076923076922,1.0676,0.9781,0.9899,0.9879,0.9821,1.4333,0.9354,0.9761,0.9761,0.9781,0.9408,0.9643,0.9396,0.9354,1.2951,1.4235,1.1499,1.0,1.015,2.8697,6.1375,1.0403,1.2566,5.7768,1.028,1.6537,6.1314,6.1375,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,4,4,0.999,0.002,1254,1.2419,0.996,1.0,0.995,0.9899,1.9956,2.2605,0.9801,0.9899,1.9084,0.956,1.4308,1.6437,1.0,1.21984,1.1474600000000001,1.03124,0.99596,0.99444,2.13062,3.032,0.9839800000000001,1.03984,2.7462400000000002,0.9728600000000001,1.372,2.49152,1.5506153846153847,1.0695,0.9811,0.9909,0.9899,0.9851,1.444,0.942,0.98,0.98,0.9811,0.9504,0.9702,0.9494,0.942,1.2996,1.425,1.151,1.0,1.0171,2.8882,6.1468,0.9949,1.2592,5.7944,1.0416,1.6704,6.2062,6.2062,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.8,3,5,1,0.997,0.002,1254,1.1567,0.993,0.9929,1.0,1.0,3.9313,4.6431,0.993,0.9861,1.545,1.0574,0.9504,1.9325,1.0,1.23108,1.1480000000000001,1.01352,0.99718,1.0253999999999999,3.9767,9.47426,1.00082,1.02132,2.0979599999999996,1.23952,0.9484600000000001,2.24176,2.1089215384615385,1.1517,0.986,0.9821,0.9929,0.9788,0.9513,1.9274,0.9858,0.9858,1.3703,0.9312,0.9272,0.8872,0.8872,1.4443,1.4221,1.1107,1.0,1.1622,8.0888,30.0348,1.0323,1.1558,4.1296,1.6296,0.9652,3.9772,30.0348,5,5,5,5,5,5,5,5,5,5,5,5,5,65
