date_range,watch_days,hold_days,num_stocks_to_buy,loss_limit,total_profit,yearly_profit
2014-01-01/2014-12-31,5,8,2,0.995,1.0282955509363472,1.0283940863810352
2004-01-06/2004-12-31,5,7,2,0.998,1.0278327760046884,1.028244349935294
2005-01-07/2005-12-31,3,3,2,0.998,1.0275474347051636,1.0281130787597843
2008-01-04/2008-12-31,4,5,1,0.995,1.0278419442803672,1.0280953855935424
2001-01-02/2001-12-31,4,4,2,0.998,1.027847503458516,1.0280225082019385
2023-01-03/2023-06-23,3,2,1,0.998,1.012870219864019,1.0276914109315636
2014-01-07/2014-12-31,5,5,2,0.995,1.0270890653038611,1.0276451714187564
2005-01-04/2005-12-31,3,8,1,0.995,1.0273087895423973,1.0276346940925887
2008-01-03/2008-12-31,2,4,2,0.998,1.0272872448194523,1.0274586818552294
2008-01-02/2008-12-31,2,4,2,0.998,1.0272872448194523,1.0273822224268654
2013-01-03/2013-12-31,4,7,1,0.998,1.0271161750981397,1.0273629222859697
2020-01-03/2020-12-31,5,2,1,0.995,1.0271306150268413,1.0273010549903765
2013-01-02/2013-12-31,4,7,1,0.998,1.02711617509814,1.0272865231476336
2020-01-02/2020-12-31,5,2,1,0.995,1.0271306150268418,1.0272250402674703
2012-01-06/2012-12-31,4,2,2,0.998,1.0268253748827605,1.0272218555815782
2005-01-06/2005-12-31,5,5,1,0.995,1.0267483369862846,1.0272202930224437
2006-01-05/2006-12-31,2,8,2,0.998,1.0266615748809877,1.0270556028539028
2005-01-03/2005-12-31,3,8,2,0.998,1.0268036929789663,1.0270475594216653
2006-01-02/2006-12-31,4,7,2,0.995,1.0265797424527856,1.0267466768612534
2021-01-04/2021-12-31,2,8,2,0.995,1.0264110220670488,1.0267260738462824
2008-01-03/2008-12-31,5,8,2,0.995,1.0265276164662687,1.0266942192591724
2004-01-01/2004-12-31,5,5,1,0.998,1.0266055945290977,1.0266240580003545
2008-01-02/2008-12-31,5,8,2,0.995,1.0265276164662687,1.0266199159554972
2017-01-05/2017-12-31,5,2,2,0.998,1.0261389771187719,1.0265251823477965
2002-01-04/2002-12-31,2,8,2,0.998,1.026073703333206,1.0263846798117562
2017-01-04/2017-12-31,3,5,2,0.995,1.0256831334490308,1.0259893929262525
2017-01-03/2017-12-31,3,5,2,0.995,1.0256831334490308,1.025916676638908
2008-01-01/2008-12-31,2,7,1,0.995,1.0258538111037765,1.025871746313532
2003-01-01/2003-12-31,5,4,1,0.995,1.0257023331401358,1.0257917252359874
2021-01-05/2021-12-31,2,8,2,0.998,1.0254093446479315,1.0257846346292863
2011-01-05/2011-12-31,5,7,2,0.995,1.025034460271861,1.0254041449988527
2023-01-05/2023-12-23,5,5,1,0.998,1.0242596300948716,1.0251842174782866
2017-01-06/2017-12-31,5,8,2,0.998,1.0247219140764443,1.025157678937673
2009-01-07/2009-12-31,4,4,2,0.998,1.0245869495647095,1.0250910652177658
2003-01-07/2003-12-31,2,7,2,0.998,1.024369338573094,1.0248689385404757
2006-01-05/2006-12-31,5,8,1,0.995,1.0241017972295083,1.0244575456268377
2002-01-01/2002-12-31,4,8,2,0.995,1.0243336311411073,1.0244182064776177
2011-01-06/2011-12-31,5,8,1,0.995,1.0237200544331064,1.0241379526696228
2016-01-01/2016-12-31,3,2,1,0.998,1.0239341481970479,1.0239507362162026
2003-01-02/2003-12-31,5,8,2,0.995,1.0237563383713293,1.0239053346164364
2023-01-06/2023-12-23,5,6,2,0.995,1.0229620141951825,1.0239052891666642
2014-01-02/2014-12-31,2,5,2,0.998,1.0236966551208944,1.0238452726992833
2014-01-07/2014-12-31,3,5,2,0.998,1.0232686079823146,1.0237453811329271
2009-01-05/2009-12-31,2,6,2,0.998,1.0233288536631002,1.023673061867471
2002-01-02/2002-12-31,5,3,2,0.995,1.0233836323985224,1.0235302643264863
2002-01-03/2002-12-31,2,6,1,0.998,1.0232789416517427,1.0234903734587266
2016-01-06/2016-12-31,2,8,1,0.998,1.0231163082488568,1.023457344624685
2002-01-02/2002-12-31,2,6,1,0.998,1.0232789416517427,1.0234249096102996
2017-01-04/2017-12-31,3,3,1,0.995,1.0231024212508284,1.023377557449607
2000-08-08/2022-12-31,5,6,1,0.998,1.6765005341414743,1.023340074544354
2000-08-07/2022-12-31,5,6,1,0.998,1.6765005341414743,1.023337188549236
2000-08-06/2022-12-31,5,6,1,0.998,1.6765005341414743,1.0233343032677036
2017-01-03/2017-12-31,3,3,1,0.995,1.0231024212508284,1.0233122316127363
2009-01-02/2009-12-31,3,5,1,0.995,1.0230468236271069,1.0231913196855669
2019-01-01/2019-12-31,4,6,1,0.998,1.0228699772360217,1.0229494086305029
2001-01-04/2001-12-31,4,7,2,0.995,1.0225969753304724,1.022866024949981
2012-01-05/2012-12-31,5,5,2,0.998,1.0225451839265194,1.0228136100420975
2003-01-03/2003-12-31,2,8,2,0.998,1.0219680856168039,1.022167483016015
2008-01-01/2008-12-31,3,6,1,0.995,1.022010545042454,1.02202578558018
2010-01-06/2010-12-31,3,5,1,0.995,1.021636272363797,1.0220170652211196
2002-01-07/2002-12-31,4,7,1,0.998,1.0215665736198907,1.0220080983823698
2006-01-02/2006-12-31,5,4,1,0.995,1.0217998655032925,1.0219364600114587
2012-01-05/2012-12-31,5,3,2,0.998,1.0216694594686753,1.0219273476869957
2000-08-03/2022-12-31,3,6,1,0.995,1.6238517842978397,1.0218696199339237
2003-01-01/2003-12-31,4,2,2,0.995,1.0215639473220448,1.0216387948296677
2005-01-07/2005-12-31,2,5,2,0.995,1.0210955823896417,1.0215273634799582
2012-01-03/2012-12-31,5,8,1,0.998,1.021340738116672,1.0214744256807193
2005-01-04/2005-12-31,3,7,2,0.995,1.0212165908038318,1.0214690330036897
2018-01-04/2018-12-31,4,2,2,0.998,1.0211568312395034,1.0214085549732879
2018-01-02/2018-12-31,5,4,1,0.995,1.021268633056713,1.021401864207813
2018-01-01/2018-12-31,5,4,1,0.995,1.021268633056713,1.0213424448715267
2006-01-06/2006-12-31,5,5,1,0.998,1.020786000144191,1.0211516740453568
2009-01-07/2009-12-31,3,2,2,0.995,1.0206482036568238,1.0210707337191014
2004-01-06/2004-12-31,5,4,2,0.995,1.0206091474863082,1.0209128187030119
2022-01-05/2022-12-31,5,7,2,0.995,1.0205906358538195,1.0208940315234407
2020-01-02/2020-12-31,3,6,2,0.998,1.0204932081013447,1.0205643018344484
2021-01-06/2021-12-31,2,3,1,0.998,1.0201596529921069,1.0205141976452188
2021-01-06/2021-12-31,4,5,2,0.998,1.0201484011343087,1.0205027459210994
2000-08-08/2022-12-31,5,8,2,0.998,1.5701831474255175,1.0203507612639084
2000-08-07/2022-12-31,5,8,2,0.998,1.5701831474255175,1.0203482485610489
2000-08-06/2022-12-31,5,8,2,0.998,1.5701831474255175,1.0203457364785775
2014-01-01/2014-12-31,2,8,1,0.998,1.0202050143014252,1.0202750983519953
2018-01-03/2018-12-31,5,3,1,0.998,1.0200904247420148,1.0202726106845794
2019-01-03/2019-12-31,3,4,1,0.995,1.0200896694082502,1.0202718484333937
2006-01-03/2006-12-31,3,7,2,0.995,1.019996668252435,1.020177995602559
2009-01-07/2009-12-31,3,4,1,0.998,1.0197173745255794,1.0201206696236993
2015-01-08/2015-12-31,4,6,2,0.995,1.0194985619346066,1.0199536252046106
2012-01-06/2012-12-31,4,2,2,0.995,1.0195301001257262,1.0198177179394254
2005-01-05/2005-12-31,4,8,2,0.995,1.0195268314999137,1.019814400710677
2005-01-04/2005-12-31,5,7,2,0.995,1.019549469923399,1.019781884615608
2005-01-03/2005-12-31,5,7,2,0.995,1.019549469923399,1.019726703046414
2003-01-01/2003-12-31,2,4,2,0.998,1.0194432494391852,1.0195106660093536
2020-01-03/2020-12-31,3,8,1,0.998,1.0193881868856716,1.0195095263468736
2020-01-02/2020-12-31,3,8,1,0.998,1.0193881868856716,1.0194554107186915
2002-01-07/2002-12-31,2,6,2,0.998,1.0190085757058676,1.0193972357260963
2005-01-04/2005-12-31,4,5,2,0.998,1.019133774720818,1.019361200627482
2005-01-05/2005-12-31,5,4,1,0.998,1.0189567551318102,1.019235849946664
2011-01-07/2011-12-31,5,7,1,0.995,1.0188284485866999,1.019213391016678
2023-01-06/2023-12-23,2,4,1,0.998,1.0184360630801987,1.0191916733252366
2023-01-03/2023-06-23,4,4,2,0.998,1.00881658044652,1.0189262479322576
2007-01-05/2007-12-31,3,7,2,0.995,1.018317740464578,1.0185873417014455
2001-01-04/2001-12-31,3,5,1,0.998,1.0183101367379717,1.0185276840782367
2009-01-06/2009-12-31,4,3,1,0.998,1.0181538264386083,1.0184727764374397
2009-01-05/2009-12-31,4,3,1,0.998,1.0181538264386076,1.018420993428487
2013-01-01/2013-12-31,4,5,2,0.995,1.0183404032923322,1.01840396149005
2017-01-02/2017-12-31,2,3,1,0.998,1.0182458999379593,1.0183600262905768
2023-01-05/2023-12-23,5,3,2,0.998,1.0175818448250096,1.0182496646481376
2016-01-05/2016-12-31,5,6,2,0.998,1.01781557354558,1.0180271929968572
2002-01-07/2002-12-31,2,8,2,0.995,1.0176320746017296,1.0179923421335997
2011-01-05/2011-12-31,5,7,2,0.998,1.0177234146946688,1.017984191604678
2016-01-04/2016-12-31,5,6,2,0.998,1.0178155735455805,1.017976949167333
2011-01-07/2011-12-31,2,2,1,0.998,1.0174918824674997,1.017849260475778
2006-01-04/2006-12-31,2,7,1,0.998,1.0174380144883748,1.0176451104022262
2006-01-05/2006-12-31,4,3,2,0.995,1.0173672002716205,1.017622690704792
2016-01-05/2016-12-31,4,8,2,0.995,1.0172938163316239,1.0174991850469213
2016-01-04/2016-12-31,4,8,2,0.995,1.0172938163316239,1.0174504254130154
2009-01-02/2009-12-31,2,7,2,0.995,1.017300841401262,1.017409006109447
2009-01-02/2009-12-31,5,3,2,0.998,1.0172911869318952,1.0173992907657377
2021-01-04/2021-12-31,5,7,2,0.998,1.017094190533116,1.0172971685421621
2011-01-05/2011-12-31,2,8,1,0.998,1.0169770042078976,1.0172267059707927
2002-01-03/2002-12-31,2,7,1,0.998,1.0169053271482869,1.0170583887409774
2002-01-02/2002-12-31,2,7,1,0.998,1.0169053271482866,1.0170109984876867
2004-01-01/2004-12-31,5,5,1,0.995,1.0169535101881229,1.0169652201292552
2002-01-07/2002-12-31,2,6,2,0.995,1.0162811443954396,1.016613584296531
2020-01-02/2020-12-31,2,6,2,0.998,1.0164623523841454,1.0165193495844314
2019-01-07/2019-12-31,3,8,2,0.998,1.01614031161239,1.0164698526532825
2002-01-04/2002-12-31,4,5,1,0.998,1.0162088380187528,1.016401218727912
2023-01-06/2023-12-23,2,6,1,0.998,1.0156172079004064,1.016256366212102
2019-01-04/2019-12-31,2,8,1,0.998,1.015949878537795,1.0161391613467938
2017-01-02/2017-12-31,5,8,1,0.998,1.0159047531653689,1.0160041210525577
2018-01-05/2018-12-31,5,6,2,0.998,1.015571747738545,1.0158006204841663
2019-01-07/2019-12-31,2,6,1,0.995,1.015195581331015,1.015505686756894
2003-01-01/2003-12-31,4,7,2,0.998,1.0154476899825913,1.0155011474194071
2019-01-07/2019-12-31,4,8,1,0.995,1.0150241553221533,1.0153307360062032
2016-01-01/2016-12-31,2,8,1,0.998,1.0151290413416565,1.015139481746353
2016-01-06/2016-12-31,5,2,2,0.995,1.0148424506423073,1.0150605249277618
2001-01-05/2001-12-31,4,4,2,0.995,1.0147855230900158,1.0150027547943639
2014-01-01/2014-12-31,4,8,1,0.998,1.0149134694197033,1.014965064572027
2008-01-07/2008-12-31,4,4,1,0.998,1.0146726267692159,1.0149299669720415
2014-01-07/2014-12-31,3,7,2,0.998,1.014590649086364,1.0148883189881468
2023-01-05/2023-12-23,5,3,2,0.995,1.0140614307720897,1.0145945759342574
2001-01-05/2001-12-31,2,6,2,0.998,1.0143797961234498,1.014591024057491
2012-01-02/2012-12-31,3,7,1,0.998,1.0144840757652023,1.0145341747604222
2015-01-06/2015-12-31,4,3,2,0.998,1.0142122490809002,1.0144614574092516
2014-01-06/2014-12-31,5,7,2,0.995,1.0140877871003897,1.0143347976320982
2000-08-08/2022-12-31,5,8,1,0.995,1.3713675516271369,1.0142012424212785
2000-08-07/2022-12-31,5,8,1,0.995,1.3713675516271369,1.0141994942738932
2000-08-06/2022-12-31,5,8,1,0.995,1.3713675516271369,1.0141977465568355
2009-01-06/2009-12-31,2,6,1,0.995,1.0138647931790001,1.0141078666766956
2015-01-07/2015-12-31,5,3,2,0.995,1.0138095077368614,1.0140911308321223
2009-01-05/2009-12-31,2,6,1,0.995,1.0138647931790001,1.0140684037836671
2023-01-03/2023-06-23,2,7,1,0.995,1.0065459412679736,1.0140339006918258
2015-01-06/2015-12-31,5,4,2,0.995,1.0137595961686185,1.0140008126787265
2001-01-03/2001-12-31,5,3,1,0.998,1.0138598399745815,1.0139851383306515
2015-01-05/2015-12-31,5,4,2,0.995,1.0137595961686185,1.0139616512965792
2008-01-03/2008-12-31,4,8,1,0.995,1.0138671446136032,1.0139536949114611
2008-01-02/2008-12-31,4,8,1,0.995,1.0138671446136034,1.0139150951021487
2023-01-06/2023-12-23,4,2,1,0.995,1.0132804768520327,1.0138233513211166
2020-01-01/2020-12-31,3,7,2,0.998,1.0137491675259294,1.013758649253212
2006-01-05/2006-12-31,2,6,1,0.998,1.0134866745497588,1.0136846949244829
2019-01-04/2019-12-31,2,7,1,0.995,1.0130830704076068,1.0132381105319552
2000-08-01/2022-12-31,3,5,1,0.998,1.3335864327222473,1.012925771428392
2002-01-01/2002-12-31,4,6,2,0.998,1.0127918951430919,1.0128361040914062
2004-01-07/2004-12-31,4,4,1,0.995,1.0126006868008117,1.012821458497994
2016-01-07/2016-12-31,2,6,2,0.995,1.0125278669408178,1.0127473547762558
2016-01-01/2016-12-31,4,7,1,0.995,1.012610554373833,1.012619246010636
2007-01-05/2007-12-31,3,7,2,0.998,1.012389526769311,1.0125713383710981
2013-01-01/2013-12-31,4,8,2,0.995,1.0125104750396543,1.0125537053811906
2021-01-06/2021-12-31,2,8,2,0.998,1.0123018065572933,1.0125173093914905
2001-01-03/2001-12-31,4,4,2,0.998,1.0121280788785643,1.0122376271204954
2002-01-04/2002-12-31,2,5,2,0.998,1.0120697024256655,1.0122126614479894
2000-08-11/2022-12-31,3,5,1,0.998,1.3094149390130732,1.0121144027671463
2015-01-06/2015-12-31,2,6,2,0.995,1.0118632780730996,1.0120710530605435
2015-01-05/2015-12-31,2,6,2,0.995,1.0118632780730996,1.0120373213537068
2000-08-14/2022-12-31,5,4,1,0.998,1.3059997863725061,1.0120007726217353
2000-08-13/2022-12-31,5,4,1,0.998,1.3059997863725061,1.0119992958649469
2006-01-02/2006-12-31,3,7,2,0.995,1.011760970103821,1.0118342983442137
2014-01-07/2014-12-31,5,7,2,0.995,1.0115462136991353,1.011781412734212
2016-01-05/2016-12-31,3,6,2,0.998,1.0115952271126838,1.0117325337213718
2014-01-01/2014-12-31,5,8,1,0.995,1.011672073905019,1.011712390398808
2016-01-04/2016-12-31,3,6,2,0.998,1.011595227112684,1.0116999345441033
2015-01-06/2015-12-31,4,3,2,0.995,1.011491779141261,1.0116930101259807
2018-01-05/2018-12-31,5,8,2,0.995,1.0115149009253697,1.0116838037978104
2002-01-04/2002-12-31,5,7,1,0.995,1.0115405338649313,1.0116771890845944
2000-08-02/2022-12-31,5,4,1,0.998,1.2878404175735236,1.011351026567799
2009-01-01/2009-12-31,3,3,2,0.998,1.011148965882843,1.011187465537171
2022-01-06/2022-12-31,3,8,2,0.998,1.0108679331304018,1.0110581804235734
2023-01-03/2023-06-23,3,2,1,0.995,1.0049836256781361,1.0106749878212702
2008-01-07/2008-12-31,5,5,2,0.995,1.0104749263447133,1.010658257699036
2012-01-03/2012-12-31,5,2,2,0.995,1.010557597868602,1.010623383899496
2018-01-03/2018-12-31,4,7,1,0.995,1.0105126042883834,1.0106074842245514
2014-01-06/2014-12-31,3,7,2,0.998,1.010373569283515,1.0105551174456555
2016-01-05/2016-12-31,5,2,1,0.998,1.0103939752401119,1.0105169832182022
2016-01-04/2016-12-31,5,2,1,0.998,1.0103939752401119,1.0104877789611442
2000-08-05/2022-12-31,5,8,1,0.998,1.262697595678221,1.0104655668645897
2020-01-01/2020-12-31,2,7,1,0.995,1.0103276675124337,1.0103347776848635
2014-01-07/2014-12-31,4,2,1,0.995,1.0100762994132644,1.0102814040154147
2023-01-06/2023-12-23,5,2,1,0.998,1.0098635534883373,1.010266045522825
2015-01-08/2015-12-31,3,6,2,0.998,1.0096814417568334,1.0099062771232348
2008-01-03/2008-12-31,2,5,1,0.998,1.0097988702852574,1.0098599055378217
2008-01-02/2008-12-31,2,5,1,0.998,1.0097988702852576,1.0098326851480108
2001-01-03/2001-12-31,3,8,2,0.998,1.0095110371328904,1.0095968347125228
2000-08-08/2022-12-31,4,6,1,0.998,1.2375123136547426,1.0095608103323932
2000-08-07/2022-12-31,4,6,1,0.998,1.2375123136547426,1.0095596361037746
2000-08-06/2022-12-31,4,6,1,0.998,1.2375123136547426,1.0095584621635487
2023-01-06/2023-12-23,3,4,1,0.998,1.0091127546885292,1.0094844659859536
2012-01-02/2012-12-31,2,5,1,0.998,1.0094128146956736,1.0094452911002763
2000-08-01/2022-12-31,5,7,1,0.998,1.2255147280044538,1.0091139063974968
2008-01-07/2008-12-31,3,8,1,0.995,1.0088385269165339,1.008993090846981
2002-01-04/2002-12-31,2,3,1,0.995,1.008872309570243,1.0089772294262096
2000-08-04/2022-12-31,5,8,1,0.998,1.221697757971582,1.0089767828026994
2008-01-04/2008-12-31,5,8,1,0.998,1.0088562435500323,1.0089361082321777
2006-01-02/2006-12-31,3,8,2,0.998,1.008838861420185,1.0088938906662528
2014-01-06/2014-12-31,4,7,2,0.998,1.008708553838241,1.0088608348946861
2014-01-06/2014-12-31,5,2,2,0.995,1.008643315191063,1.008794450494258
2019-01-04/2019-12-31,2,8,2,0.995,1.0086811993300993,1.008783849380004
2016-01-01/2016-12-31,2,8,1,0.995,1.0087715591982884,1.0087775934062904
2017-01-06/2017-12-31,5,4,2,0.995,1.008592046507607,1.0087422814573894
2014-01-01/2014-12-31,2,4,2,0.998,1.0083390846645526,1.0083678411136772
2012-01-05/2012-12-31,3,7,1,0.998,1.0081648067952969,1.0082613258364317
2008-01-01/2008-12-31,5,2,1,0.998,1.0081371918998105,1.0081427879491847
2014-01-07/2014-12-31,2,8,2,0.998,1.0079798339784907,1.0081420928933529
2014-01-06/2014-12-31,2,8,2,0.998,1.0079798339784907,1.008119321144593
2017-01-06/2017-12-31,2,6,1,0.998,1.0078499612474792,1.0079871692612417
2020-01-03/2020-12-31,3,7,1,0.998,1.0078709843825933,1.0079199641654288
2018-01-03/2018-12-31,3,5,1,0.998,1.0078426259810718,1.0079133141579708
2020-01-02/2020-12-31,3,7,1,0.998,1.0078709843825933,1.0078981203235349
2003-01-07/2003-12-31,3,6,2,0.998,1.007638012349696,1.0077932939581633
2017-01-03/2017-12-31,4,7,2,0.995,1.0076358879447598,1.007704705609835
2021-01-05/2021-12-31,5,8,1,0.998,1.0075090473991712,1.007618970457631
2021-01-04/2021-12-31,5,8,1,0.998,1.0075090473991715,1.007597785302557
2018-01-03/2018-12-31,5,4,2,0.995,1.0075135345427406,1.0075812453671487
2002-01-07/2002-12-31,3,5,2,0.998,1.0073953014670143,1.0075456302849106
2006-01-04/2006-12-31,3,3,1,0.998,1.0073333692266295,1.007420023423862
2014-01-01/2014-12-31,5,7,1,0.995,1.0073658663416254,1.0073912544636445
2002-01-03/2002-12-31,5,4,1,0.998,1.0072722844617548,1.0073378132696251
2002-01-02/2002-12-31,5,4,1,0.998,1.0072722844617548,1.0073175251284427
2014-01-03/2014-12-31,4,8,2,0.998,1.0071762182525381,1.0072408783232734
2014-01-02/2014-12-31,4,8,2,0.998,1.0071762182525381,1.0072208591546234
2000-08-04/2022-12-31,5,6,2,0.995,1.174260926598277,1.0071950395028322
2001-01-04/2001-12-31,4,6,1,0.998,1.0068729502932936,1.0069541452265869
2000-08-10/2022-12-31,4,4,1,0.998,1.1675012650394934,1.006940670529416
2008-01-07/2008-12-31,3,8,2,0.995,1.0067177266356477,1.006835077489477
2005-01-07/2005-12-31,5,5,2,0.998,1.0066538060546157,1.0067890113046598
2004-01-02/2004-12-31,3,7,2,0.995,1.0065565685368327,1.0065791581310035
2000-08-09/2022-12-31,3,7,2,0.998,1.1553508472691205,1.0064694965629284
2020-01-03/2020-12-31,5,8,1,0.998,1.006160299718472,1.0061986014940945
2020-01-02/2020-12-31,5,8,1,0.998,1.006160299718472,1.006181519844439
2019-01-01/2019-12-31,4,2,2,0.998,1.006131127499664,1.0061522468304047
2021-01-01/2021-12-31,3,2,1,0.998,1.0061236861067975,1.0061447797266634
2006-01-06/2006-12-31,4,8,1,0.998,1.005987828160526,1.0060923899926841
2009-01-07/2009-12-31,2,7,1,0.998,1.0057599441099758,1.005876933123016
2016-01-05/2016-12-31,3,8,1,0.998,1.0057952310875178,1.005863657132855
2020-01-01/2020-12-31,2,7,2,0.998,1.005856690424264,1.0058607135880988
2016-01-04/2016-12-31,3,8,1,0.998,1.0057952310875178,1.0058474119191032
2014-01-06/2014-12-31,3,5,2,0.998,1.0056774726487754,1.0057765993840848
2021-01-01/2021-12-31,2,4,1,0.998,1.0057288229892452,1.005748552583343
2016-01-05/2016-12-31,5,7,2,0.998,1.0055651614159231,1.0056308633619517
2016-01-04/2016-12-31,5,7,2,0.998,1.0055651614159233,1.0056152649000534
2001-01-04/2001-12-31,5,3,2,0.998,1.005533566571214,1.0055988944730294
2006-01-02/2006-12-31,2,3,2,0.998,1.0055040279223215,1.00553823809541
2015-01-08/2015-12-31,3,5,1,0.995,1.0053736149781085,1.005498135919033
2001-01-05/2001-12-31,2,5,2,0.995,1.0053992685523738,1.0054782231713066
2002-01-03/2002-12-31,5,4,2,0.998,1.005422743584211,1.0054715613867307
2002-01-02/2002-12-31,5,4,2,0.998,1.005422743584211,1.0054564471665781
2008-01-07/2008-12-31,4,7,1,0.995,1.0053602669560402,1.0054538403840039
2011-01-07/2011-12-31,4,2,1,0.998,1.0053332844360683,1.0054415842314353
2004-01-02/2004-12-31,2,8,2,0.998,1.0054049064993982,1.0054235175465194
2014-01-01/2014-12-31,2,8,1,0.995,1.0051774611430784,1.0051952869918097
2023-01-05/2023-12-23,3,7,2,0.998,1.0049892441834745,1.005177534902473
2002-01-03/2002-12-31,3,5,1,0.998,1.0050501676371069,1.0050956228626067
2002-01-02/2002-12-31,3,5,1,0.998,1.0050501676371069,1.0050815497282033
2002-01-01/2002-12-31,3,3,1,0.995,1.004952866933702,1.0049699176009408
2022-01-04/2022-12-31,2,8,1,0.998,1.0048872114581067,1.0049448899041877
2017-01-03/2017-12-31,2,5,2,0.998,1.0048337695813316,1.004877272342799
2005-01-04/2005-12-31,4,5,2,0.995,1.0048119788512466,1.004868767259407
2013-01-03/2013-12-31,5,2,2,0.998,1.004663747695185,1.0047057167204532
2011-01-06/2011-12-31,3,7,1,0.998,1.004588733335262,1.004668806956445
2018-01-04/2018-12-31,4,2,1,0.998,1.00455040189136,1.0046040962405423
2006-01-04/2006-12-31,2,4,2,0.995,1.0043462311448539,1.0043975110273513
2022-01-05/2022-12-31,4,7,2,0.995,1.004326774169927,1.0043900112613262
2020-01-07/2020-12-31,3,2,1,0.998,1.004126282698903,1.0041982696823688
2020-01-06/2020-12-31,3,2,1,0.998,1.004126282698903,1.0041865834445078
2005-01-07/2005-12-31,4,6,1,0.995,1.004068458241767,1.0041510209749651
2004-01-07/2004-12-31,4,8,1,0.995,1.0040630395114016,1.0041339208868125
2009-01-07/2009-12-31,3,3,2,0.998,1.00403566339117,1.004117559242635
2003-01-02/2003-12-31,5,5,1,0.998,1.004035699692703,1.0040607650811666
2013-01-03/2013-12-31,4,6,2,0.998,1.0039496240971715,1.0039851539917313
2013-01-02/2013-12-31,4,6,2,0.998,1.0039496240971715,1.0039741538200635
2012-01-06/2012-12-31,5,5,2,0.998,1.0035515573796252,1.0036034441312351
2016-01-07/2016-12-31,5,4,1,0.995,1.003331722001847,1.0033898237194918
2008-01-03/2008-12-31,3,6,2,0.998,1.0033684754889476,1.0033893898129669
2008-01-02/2008-12-31,3,6,2,0.998,1.0033684754889476,1.0033800625834726
2006-01-03/2006-12-31,2,7,1,0.998,1.0032909737859257,1.003320568822153
2019-01-04/2019-12-31,5,7,2,0.998,1.00303866717383,1.0030744958935762
2003-01-03/2003-12-31,2,7,2,0.995,1.0030008222041695,1.0030278040327356
2015-01-07/2015-12-31,4,5,1,0.995,1.002955449656095,1.0030153917882771
2019-01-03/2019-12-31,3,6,1,0.998,1.002885815419384,1.0029117616666192
2005-01-05/2005-12-31,5,6,1,0.995,1.0028105589651022,1.002851604668086
2011-01-07/2011-12-31,4,6,1,0.995,1.0027715211156736,1.002827727571331
2001-01-05/2001-12-31,3,4,1,0.998,1.0026833094177725,1.0027224942332924
2000-08-08/2022-12-31,3,8,1,0.998,1.0626214624794832,1.0027157709261052
2000-08-07/2022-12-31,3,8,1,0.998,1.0626214624794832,1.0027154385150494
2000-08-06/2022-12-31,3,8,1,0.998,1.0626214624794832,1.0027151061853579
2021-01-01/2021-12-31,3,7,1,0.998,1.0026599056757233,1.00266905214633
2002-01-04/2002-12-31,5,6,2,0.995,1.0025793349770789,1.0026097406987216
2003-01-03/2003-12-31,4,4,1,0.998,1.0025198756577065,1.0025425275865771
2002-01-04/2002-12-31,5,5,2,0.998,1.0022940180237025,1.0023210564795662
2018-01-03/2018-12-31,5,4,2,0.998,1.0022563392569723,1.002276619487989
2022-01-05/2022-12-31,5,7,1,0.998,1.002168822581371,1.0022004860179172
2022-01-04/2022-12-31,4,4,1,0.995,1.0021122592965195,1.002137153168942
2022-01-03/2022-12-31,4,4,1,0.995,1.0021122592965195,1.0021312431442264
2009-01-05/2009-12-31,4,2,2,0.998,1.002029420673596,1.0020590468404966
2006-01-02/2006-12-31,3,3,2,0.998,1.0020293819873727,1.0020419736354416
2005-01-04/2005-12-31,5,3,1,0.995,1.0019533308482653,1.0019763498350407
2005-01-03/2005-12-31,5,3,1,0.995,1.001953330848265,1.0019708849285927
2019-01-01/2019-12-31,4,6,2,0.998,1.0019471495451413,1.0019538427131411
2006-01-06/2006-12-31,5,3,2,0.998,1.0019032769086031,1.0019364440138436
2008-01-01/2008-12-31,3,5,2,0.998,1.0019227231717263,1.0019240413715116
2003-01-02/2003-12-31,4,3,2,0.995,1.001827058991767,1.0018383941409035
2016-01-05/2016-12-31,4,2,2,0.998,1.0017462106517754,1.0017667866834818
2015-01-05/2015-12-31,4,4,1,0.998,1.0017017792546647,1.0017266182818365
2006-01-05/2006-12-31,5,5,2,0.995,1.001523096823827,1.0015453258059936
2009-01-07/2009-12-31,2,4,2,0.998,1.0014547465438692,1.0014842290456258
2020-01-03/2020-12-31,3,8,2,0.998,1.0013621913349287,1.0013706404534035
2020-01-02/2020-12-31,3,8,2,0.998,1.0013621913349287,1.0013668723853497
2002-01-01/2002-12-31,4,5,1,0.995,1.0012087599167618,1.0012129133943772
2012-01-03/2012-12-31,3,8,1,0.995,1.0011846468192866,1.0011919940460579
2016-01-05/2016-12-31,2,3,1,0.995,1.0011410842281263,1.0011545257970953
2016-01-04/2016-12-31,2,3,1,0.995,1.0011410842281265,1.0011513346640442
2023-01-06/2023-12-23,3,6,2,0.998,1.0010990707914573,1.00114371669385
2018-01-02/2018-12-31,3,5,1,0.998,1.0010995135241088,1.0011063324591152
2018-01-01/2018-12-31,3,5,1,0.998,1.0010995135241088,1.0011032914081865
2021-01-01/2021-12-31,5,7,1,0.998,1.001092399403171,1.0010961528300366
2001-01-01/2001-12-31,5,4,1,0.995,1.001079077361057,1.0010827849893367
